"sl_no","item1_img_path","item2_img_path","occasion","rating","checked","userId"
"550","Amazon/images/41nqORRXhVL.jpg","Amazon/images/413YvtgV2FL.jpg","2","3","1","2"
"551","Amazon/images/41ro3JvZ-2L.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","1","1","2"
"552","Amazon/images/51IWX-eOqQL.jpg","Amazon/images/41QDfkfHEkL.jpg","2","3","1","2"
"553","Amazon/images/51gvcrAqrEL.jpg","Amazon/images/41sjQKFsskL.jpg","2","3","1","2"
"554","Amazon/images/41DJLKEzF9L.jpg","Amazon/images/31NUDrxNhxL.jpg","2","3","1","2"
"555","Amazon/images/41Mc3kbTwdL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"556","Amazon/images/413lmTGu34L.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","2","1","2"
"557","Amazon/images/41MgsPfx-aL.jpg","Amazon/images/41pBNiokb-L.jpg","2","3","1","2"
"558","Amazon/images/41ykteKvlnL.jpg","Amazon/images/41VLCuXs4FL.jpg","2","3","1","2"
"559","Amazon/images/41ZV3s0rKUL.jpg","Amazon/images/411tFNX%2B51L.jpg","3","1","1","2"
"560","Amazon/images/41ePohovYRL.jpg","Amazon/images/41PKgzpBBBL.jpg","3","3","1","2"
"561","Amazon/images/41gZS2UszYL.jpg","Amazon/images/41MCuVb7xIL.jpg","6","1","1","2"
"562","Amazon/images/41KucUvONQL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"563","Amazon/images/41tru0P9ZpL.jpg","Amazon/images/41sjQKFsskL.jpg","2","3","1","2"
"564","Amazon/images/41hcgzVNu6L.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"565","Amazon/images/519aA07Z8nL.jpg","Amazon/images/41PEyVgOtiL.jpg","3","4","1","2"
"566","Amazon/images/41men4sIvgL.jpg","Amazon/images/41MedmiQ68L.jpg","3","4","1","2"
"567","Amazon/images/41kiXNBqyJL.jpg","Amazon/images/31NUDrxNhxL.jpg","2","3","1","2"
"568","Amazon/images/41mHleYR4JL.jpg","Amazon/images/41SlSsQcv2L.jpg","3","1","1","2"
"569","Amazon/images/41gZS2UszYL.jpg","Amazon/images/41qiQqqLDUL.jpg","3","2","1","2"
"570","Amazon/images/41nJkCUZHgL.jpg","Amazon/images/41m0FgksT1L.jpg","3","1","1","2"
"571","Amazon/images/41H5z0-2JaL.jpg","Amazon/images/51X6A29hWhL.jpg","3","4","1","2"
"572","Amazon/images/51cZuXvxEeL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","1","1","2"
"573","Amazon/images/41lZgGa7DML.jpg","Amazon/images/41I-O-JfUPL.jpg","2","3","1","2"
"574","Amazon/images/51YcIEEmpuL.jpg","Amazon/images/41pBNiokb-L.jpg","3","1","1","2"
"575","Amazon/images/41men4sIvgL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"576","Amazon/images/51uyzr1E6nL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","3","1","2"
"577","Amazon/images/41mfGrNv83L.jpg","Amazon/images/414vK-PXiuL.jpg","3","1","1","2"
"578","Amazon/images/41ZxPtwIz6L.jpg","Amazon/images/41MedmiQ68L.jpg","3","2","1","2"
"579","Amazon/images/51vG028J5DL.jpg","Amazon/images/41MedmiQ68L.jpg","2","3","1","2"
"580","Amazon/images/41H7S8AKtxL.jpg","Amazon/images/51X6A29hWhL.jpg","6","4","1","2"
"581","Amazon/images/41dl0-ci%2BmL.jpg","Amazon/images/41TP120YxbL.jpg","3","1","1","2"
"582","Amazon/images/511f%2BaGDwwL.jpg","Amazon/images/413nsQI85JL.jpg","3","4","1","2"
"583","Amazon/images/4150ghQ%2Ba2L.jpg","Amazon/images/41YdncyDatL.jpg","2","3","1","2"
"584","Amazon/images/41pDnz-7KML.jpg","Amazon/images/31MqQDveXbL.jpg","2","4","1","2"
"585","Amazon/images/51YcIEEmpuL.jpg","Amazon/images/41EF8EMZgML.jpg","6","1","1","2"
"586","Amazon/images/511f%2BaGDwwL.jpg","Amazon/images/411tFNX%2B51L.jpg","3","2","1","2"
"587","Amazon/images/51Zhjm09msL.jpg","Amazon/images/41MCuVb7xIL.jpg","3","2","1","2"
"588","Amazon/images/412DFiIqeOL.jpg","Amazon/images/41czTuLOQvL.jpg","3","3","1","2"
"589","Amazon/images/41KekVh5a0L.jpg","Amazon/images/41MedmiQ68L.jpg","3","3","1","2"
"590","Amazon/images/41H7S8AKtxL.jpg","Amazon/images/414Prd71XlL.jpg","3","1","1","2"
"591","Amazon/images/519aA07Z8nL.jpg","Amazon/images/41Xxi3bUPvL.jpg","6","3","1","2"
"592","Amazon/images/41PvyCj8PWL.jpg","Amazon/images/41pBNiokb-L.jpg","3","2","1","2"
"593","Amazon/images/519aA07Z8nL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","1","1","2"
"594","Amazon/images/51pz0FpAK-L.jpg","Amazon/images/41pBNiokb-L.jpg","3","3","1","2"
"595","Amazon/images/5197bA4dkBL.jpg","Amazon/images/41n39srVFAL.jpg","3","2","1","2"
"596","Amazon/images/51ogRQEVUCL.jpg","Amazon/images/41czTuLOQvL.jpg","3","3","1","2"
"597","Amazon/images/41DAjmupUQL.jpg","Amazon/images/41qiQqqLDUL.jpg","3","3","1","2"
"598","Amazon/images/41n3X1NGVGL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","4","1","2"
"599","Amazon/images/51A8o4NCjjL.jpg","Amazon/images/41Ww5lQOsrL.jpg","3","3","1","2"
"600","Amazon/images/41gZS2UszYL.jpg","Amazon/images/41Ww5lQOsrL.jpg","3","4","1","2"
"601","Amazon/images/51kP1mPnkiL.jpg","Amazon/images/41YdncyDatL.jpg","2","4","1","2"
"602","Amazon/images/41ls3HJLBnL.jpg","Amazon/images/31gN%2BxtNdoL.jpg","2","4","1","2"
"603","Amazon/images/41hij4fUlwL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"604","Amazon/images/4109WESEZ6L.jpg","Amazon/images/41MedmiQ68L.jpg","3","3","1","2"
"605","Amazon/images/51bAMb9LwcL.jpg","Amazon/images/41VLCuXs4FL.jpg","3","4","1","2"
"606","Amazon/images/51UxUb6lVQL.jpg","Amazon/images/31ZKv1DIcDL.jpg","3","4","1","2"
"607","Amazon/images/51V%2B1GjOXPL.jpg","Amazon/images/51X6A29hWhL.jpg","3","3","1","2"
"608","Amazon/images/41y7wJ116TL.jpg","Amazon/images/31JDkZYzJuL.jpg","6","1","1","2"
"609","Amazon/images/61Je2AlH9XL.jpg","Amazon/images/41tcYHChHoL.jpg","6","4","1","2"
"610","Amazon/images/41H5z0-2JaL.jpg","Amazon/images/415uEMF9eZL.jpg","2","4","1","2"
"611","Amazon/images/41D7H5eUJ9L.jpg","Amazon/images/41H-K78aXWL.jpg","2","4","1","2"
"612","Amazon/images/41p6zjyStlL.jpg","Amazon/images/41CAzqZTHFL.jpg","3","4","1","2"
"613","Amazon/images/41gZS2UszYL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","3","1","2"
"614","Amazon/images/413%2BnYeCLHL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","3","1","2"
"615","Amazon/images/51YcIEEmpuL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","1","1","2"
"616","Amazon/images/51EEAmsD1dL.jpg","Amazon/images/41FQKH53N%2BL.jpg","6","3","1","2"
"617","Amazon/images/517ZgwrRTzL.jpg","Amazon/images/41EF8EMZgML.jpg","6","4","1","2"
"618","Amazon/images/41Yde9L%2BFkL.jpg","Amazon/images/41YdncyDatL.jpg","3","3","1","2"
"619","Amazon/images/4132yYVcqyL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","2","1","1","2"
"620","Amazon/images/41PvyCj8PWL.jpg","Amazon/images/414Prd71XlL.jpg","3","1","1","2"
"621","Amazon/images/41R5%2BBdqjcL.jpg","Amazon/images/41MedmiQ68L.jpg","2","3","1","2"
"622","Amazon/images/51vfb2pX%2BRL.jpg","Amazon/images/41Xxi3bUPvL.jpg","6,3","3","1","2"
"623","Amazon/images/41gND%2BfTUpL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","2","2","1","2"
"624","Amazon/images/41tL9%2BnagCL.jpg","Amazon/images/41QDfkfHEkL.jpg","2","3","1","2"
"625","Amazon/images/41DJLKEzF9L.jpg","Amazon/images/41Vm5Wbx4yL.jpg","2","4","1","2"
"626","Amazon/images/51Zhjm09msL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","3","4","1","2"
"627","Amazon/images/4103GMMNgJL.jpg","Amazon/images/4162-T9AazL.jpg","2","3","1","2"
"628","Amazon/images/51fj0-mFxQL.jpg","Amazon/images/41Vm5Wbx4yL.jpg","2","4","1","2"
"629","Amazon/images/51ogRQEVUCL.jpg","Amazon/images/31MqQDveXbL.jpg","3","4","1","2"
"630","Amazon/images/413NOevPFnL.jpg","Amazon/images/41MedmiQ68L.jpg","3","5","1","2"
"631","Amazon/images/51ap31BxH7L.jpg","Amazon/images/41NzHlC46kL.jpg","3","3","1","2"
"632","Amazon/images/41KucUvONQL.jpg","Amazon/images/41qiQqqLDUL.jpg","2","4","1","2"
"633","Amazon/images/51w-nhOVVsL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"634","Amazon/images/41vgOChH-EL.jpg","Amazon/images/414vK-PXiuL.jpg","3","4","1","2"
"635","Amazon/images/51ROV5VxERL.jpg","Amazon/images/31gtJ8glq%2BL.jpg","3","4","1","2"
"636","Amazon/images/4103GMMNgJL.jpg","Amazon/images/41MedmiQ68L.jpg","2","3","1","2"
"637","Amazon/images/51B13M09KCL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","4","1","2"
"638","Amazon/images/51AUYKuwlfL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","2","4","1","2"
"639","Amazon/images/51mdCm304ML.jpg","Amazon/images/414vK-PXiuL.jpg","3","1","1","2"
"640","Amazon/images/51UjV4b%2BF7L.jpg","Amazon/images/41rcPSO4aNL.jpg","3","2","1","2"
"641","Amazon/images/41KyKozC50L.jpg","Amazon/images/414vK-PXiuL.jpg","3","1","1","2"
"642","Amazon/images/41AFGz2A2tL.jpg","Amazon/images/41CAzqZTHFL.jpg","2","4","1","2"
"643","Amazon/images/51V%2B1GjOXPL.jpg","Amazon/images/41FQKH53N%2BL.jpg","3","4","1","2"
"644","Amazon/images/51vG028J5DL.jpg","Amazon/images/413YvtgV2FL.jpg","2","3","1","2"
"645","Amazon/images/416mkziUlJL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","1","4","1","2"
"646","Amazon/images/41S58Dnn6vL.jpg","Amazon/images/413YvtgV2FL.jpg","3","4","1","2"
"647","Amazon/images/41q6hm0LrJL.jpg","Amazon/images/31ZKv1DIcDL.jpg","6,3","3","1","2"
"648","Amazon/images/41S0Kzff%2BEL.jpg","Amazon/images/41uXuprINwL.jpg","2","4","1","2"
"649","Amazon/images/51ROV5VxERL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"650","Amazon/images/41N4NmZ-wqL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","3","1","2"
"651","Amazon/images/41PvyCj8PWL.jpg","Amazon/images/41n39srVFAL.jpg","3","1","1","2"
"652","Amazon/images/41tL9%2BnagCL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"653","Amazon/images/41q2RsXBzhL.jpg","Amazon/images/41j5wjiQuQL.jpg","3","1","1","2"
"654","Amazon/images/51B13M09KCL.jpg","Amazon/images/41EF8EMZgML.jpg","2","3","1","2"
"655","Amazon/images/51ZUoMOyxPL.jpg","Amazon/images/41czTuLOQvL.jpg","2","3","1","2"
"656","Amazon/images/4102aljlpVL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"657","Amazon/images/41QQgO7Ox8L.jpg","Amazon/images/31gN%2BxtNdoL.jpg","2","4","1","2"
"658","Amazon/images/41Q72mVAikL.jpg","Amazon/images/41EF8EMZgML.jpg","2","3","1","2"
"659","Amazon/images/41BtbH%2BP58L.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","2","1","2"
"660","Amazon/images/51SoMAwVi%2BL.jpg","Amazon/images/31MqQDveXbL.jpg","2","4","1","2"
"661","Amazon/images/41TuGJNaGEL.jpg","Amazon/images/41PEyVgOtiL.jpg","2","3","1","2"
"662","Amazon/images/411FRMax8PL.jpg","Amazon/images/41Ww5lQOsrL.jpg","2","3","1","2"
"663","Amazon/images/51pz0FpAK-L.jpg","Amazon/images/41MedmiQ68L.jpg","3","4","1","2"
"664","Amazon/images/41Paepq%2BNsL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","2","4","1","2"
"665","Amazon/images/41gQCt2XZIL.jpg","Amazon/images/41pBNiokb-L.jpg","3","4","1","2"
"666","Amazon/images/51yXjjAJlEL.jpg","Amazon/images/41Xxi3bUPvL.jpg","6","3","1","2"
"667","Amazon/images/41O5s38f6BL.jpg","Amazon/images/412ygDbAAXL.jpg","2","3","1","2"
"668","Amazon/images/41Zs1qTf6sL.jpg","Amazon/images/41yqbdgEIeL.jpg","2","3","1","2"
"669","Amazon/images/41n3X1NGVGL.jpg","Amazon/images/31N0bKOOhAL.jpg","2","3","1","2"
"670","Amazon/images/51xhJskHhXL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"671","Amazon/images/5197bA4dkBL.jpg","Amazon/images/41QDfkfHEkL.jpg","6","3","1","2"
"672","Amazon/images/51v%2BJrMqCkL.jpg","Amazon/images/41m0FgksT1L.jpg","2","3","1","2"
"673","Amazon/images/517ZgwrRTzL.jpg","Amazon/images/41PKgzpBBBL.jpg","3","4","1","2"
"674","Amazon/images/517O3i6hEvL.jpg","Amazon/images/41QDfkfHEkL.jpg","6","4","1","2"
"675","Amazon/images/4109WESEZ6L.jpg","Amazon/images/41j5wjiQuQL.jpg","3","3","1","2"
"676","Amazon/images/41tQ0XBl-4L.jpg","Amazon/images/413YvtgV2FL.jpg","2","3","1","2"
"677","Amazon/images/41H7S8AKtxL.jpg","Amazon/images/414vK-PXiuL.jpg","3","4","1","2"
"678","Amazon/images/51V%2B1GjOXPL.jpg","Amazon/images/413YvtgV2FL.jpg","6","3","1","2"
"679","Amazon/images/51A2mxef-SL.jpg","Amazon/images/41deQtvdBBL.jpg","2","4","1","2"
"680","Amazon/images/51SoMAwVi%2BL.jpg","Amazon/images/31ZKv1DIcDL.jpg","2","4","1","2"
"681","Amazon/images/51K391xshuL.jpg","Amazon/images/41Vm5Wbx4yL.jpg","3","3","1","2"
"682","Amazon/images/413%2BnYeCLHL.jpg","Amazon/images/41m0FgksT1L.jpg","3","3","1","2"
"683","Amazon/images/51RIXmqCJ5L.jpg","Amazon/images/41NzHlC46kL.jpg","3","5","1","2"
"684","Amazon/images/517O3i6hEvL.jpg","Amazon/images/41EF8EMZgML.jpg","6","4","1","2"
"685","Amazon/images/517O3i6hEvL.jpg","Amazon/images/31NUDrxNhxL.jpg","3","3","1","2"
"686","Amazon/images/41Fb-oVevcL.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"687","Amazon/images/41zztuEU1zL.jpg","Amazon/images/41j5wjiQuQL.jpg","2","3","1","2"
"688","Amazon/images/511f%2BaGDwwL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","3","1","2"
"689","Amazon/images/41yqpGhfmvL.jpg","Amazon/images/41NzHlC46kL.jpg","3","4","1","2"
"690","Amazon/images/41dGrSidg1L.jpg","Amazon/images/416LKKtX88L.jpg","2","3","1","2"
"691","Amazon/images/41DbjADOUUL.jpg","Amazon/images/41VLCuXs4FL.jpg","6","4","1","2"
"692","Amazon/images/410BUbZsAIL.jpg","Amazon/images/41czTuLOQvL.jpg","2","4","1","2"
"693","Amazon/images/41ARDO3QfRL.jpg","Amazon/images/41czTuLOQvL.jpg","2","5","1","2"
"694","Amazon/images/41fP9KTkPtL.jpg","Amazon/images/413YvtgV2FL.jpg","2","3","1","2"
"695","Amazon/images/413yNq9k6BL.jpg","Amazon/images/31MqQDveXbL.jpg","6","4","1","2"
"696","Amazon/images/51ogRQEVUCL.jpg","Amazon/images/41NzHlC46kL.jpg","3","4","1","2"
"697","Amazon/images/51HHOJWu2kL.jpg","Amazon/images/41QDfkfHEkL.jpg","3","3","1","2"
"698","Amazon/images/41Paepq%2BNsL.jpg","Amazon/images/413YvtgV2FL.jpg","2","4","1","2"
"699","Amazon/images/41nIWlpm%2B2L.jpg","Amazon/images/414vK-PXiuL.jpg","2","4","1","2"
"700","Amazon/images/41M1aOqNgJL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"701","Amazon/images/41kiXNBqyJL.jpg","Amazon/images/51X6A29hWhL.jpg","2","4","1","2"
"702","Amazon/images/41T-h-0pseL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","1","1","2"
"703","Amazon/images/411aWRg5yvL.jpg","Amazon/images/413YvtgV2FL.jpg","2","4","1","2"
"704","Amazon/images/41hcgzVNu6L.jpg","Amazon/images/41H-K78aXWL.jpg","2","4","1","2"
"705","Amazon/images/41tru0P9ZpL.jpg","Amazon/images/41yqbdgEIeL.jpg","2","4","1","2"
"706","Amazon/images/51pqqIT%2BVkL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"707","Amazon/images/5144lajhXLL.jpg","Amazon/images/41MedmiQ68L.jpg","3","4","1","2"
"708","Amazon/images/51K391xshuL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","3","3","1","2"
"709","Amazon/images/41Z%2B2B%2BfnCL.jpg","Amazon/images/413YvtgV2FL.jpg","6","4","1","2"
"710","Amazon/images/41tQ0XBl-4L.jpg","Amazon/images/415uEMF9eZL.jpg","2","4","1","2"
"711","Amazon/images/41PYryTcvLL.jpg","Amazon/images/41Xxi3bUPvL.jpg","2","3","1","2"
"712","Amazon/images/41F8OfO5TnL.jpg","Amazon/images/413YvtgV2FL.jpg","3","4","1","2"
"713","Amazon/images/41nqORRXhVL.jpg","Amazon/images/41yqbdgEIeL.jpg","2","4","1","2"
"714","Amazon/images/51V%2B1GjOXPL.jpg","Amazon/images/31gtJ8glq%2BL.jpg","6","4","1","2"
"715","Amazon/images/414-ygQkXoL.jpg","Amazon/images/41MedmiQ68L.jpg","3","3","1","2"
"716","Amazon/images/41mybGnCaeL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","2","1","2"
"717","Amazon/images/41aAWL5e94L.jpg","Amazon/images/41PKgzpBBBL.jpg","3","4","1","2"
"718","Amazon/images/51JxNJokAGL.jpg","Amazon/images/41NXceFkwCL.jpg","3","2","1","2"
"719","Amazon/images/41L4muIiWDL.jpg","Amazon/images/41n39srVFAL.jpg","3","2","1","2"
"720","Amazon/images/51uY0nCFP5L.jpg","Amazon/images/41QDfkfHEkL.jpg","2","4","1","2"
"721","Amazon/images/41GoN7-KQRL.jpg","Amazon/images/41qiQqqLDUL.jpg","3","1","1","2"
"722","Amazon/images/41nJX-ZEneL.jpg","Amazon/images/41sn8E0T5QL.jpg","2","3","1","2"
"723","Amazon/images/51OiRWDdbYL.jpg","Amazon/images/417FdHFQQrL.jpg","2","3","1","2"
"724","Amazon/images/41S90r0ezYL.jpg","Amazon/images/41sn8E0T5QL.jpg","2","3","1","2"
"725","Amazon/images/41b%2BBffdGyL.jpg","Amazon/images/41n39srVFAL.jpg","3","2","1","2"
"726","Amazon/images/51Ppyj4%2B2FL.jpg","Amazon/images/41czTuLOQvL.jpg","3","4","1","2"
"727","Amazon/images/51fS7JJYxnL.jpg","Amazon/images/41GWdq%2BOpyL.jpg","3","1","1","2"
"728","Amazon/images/41ANWpVlyqL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","2","1","2"
"729","Amazon/images/41lA9blZH-L.jpg","Amazon/images/41AN-y8OE2L.jpg","3","3","1","2"
"730","Amazon/images/41ANWpVlyqL.jpg","Amazon/images/414vK-PXiuL.jpg","3","2","1","2"
"731","Amazon/images/51-groB-12L.jpg","Amazon/images/413YvtgV2FL.jpg","3","3","1","2"
"732","Amazon/images/41bRhOlxDyL.jpg","Amazon/images/41VLCuXs4FL.jpg","2","2","1","2"
"733","Amazon/images/41MoCCR1DBL.jpg","Amazon/images/41czTuLOQvL.jpg","3","1","1","2"
"734","Amazon/images/41iTz5EstJL.jpg","Amazon/images/41CAzqZTHFL.jpg","2","3","1","2"
"735","Amazon/images/51evsCTUkzL.jpg","Amazon/images/41PKgzpBBBL.jpg","3","4","1","2"
"736","Amazon/images/51Rejp85rqL.jpg","Amazon/images/41lgdSTtR0L.jpg","3","3","1","2"
"737","Amazon/images/41-JEZ9UaGL.jpg","Amazon/images/41czTuLOQvL.jpg","3","1","1","2"
"738","Amazon/images/41qFrlN6EeL.jpg","Amazon/images/41MedmiQ68L.jpg","3","4","1","2"
"739","Amazon/images/51owmqCZesL.jpg","Amazon/images/414Is4JNARL.jpg","2","4","1","2"
"740","Amazon/images/51WlbM0HJ2L.jpg","Amazon/images/41VLCuXs4FL.jpg","6","3","1","2"
"741","Amazon/images/51FsUecTVrL.jpg","Amazon/images/41lgdSTtR0L.jpg","3","4","1","2"
"742","Amazon/images/41BCu7mL94L.jpg","Amazon/images/41tcYHChHoL.jpg","6","4","1","2"
"743","Amazon/images/61LMqT1Ch0L.jpg","Amazon/images/31MqQDveXbL.jpg","2","2","1","2"
"744","Amazon/images/41T9Dn1FLBL.jpg","Amazon/images/41czTuLOQvL.jpg","3","3","1","2"
"745","Amazon/images/41S90r0ezYL.jpg","Amazon/images/31NUDrxNhxL.jpg","2","4","1","2"
"746","Amazon/images/41lA9blZH-L.jpg","Amazon/images/41GWdq%2BOpyL.jpg","3","2","1","2"
"747","Amazon/images/41xmYG4KaxL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","2","1","2"
"748","Amazon/images/51KY1D6LqmL.jpg","Amazon/images/31Ll0TNLC6L.jpg","3","4","1","2"
"749","Amazon/images/41IE-GDgsDL.jpg","Amazon/images/41czTuLOQvL.jpg","2,3","1","1","2"
"750","Amazon/images/41wxosj0lpL.jpg","Amazon/images/41buzrITqKL.jpg","2","3","1","2"
"751","Amazon/images/41L4muIiWDL.jpg","Amazon/images/41oYFcB12sL.jpg","3","4","1","2"
"752","Amazon/images/41uO6xhrl-L.jpg","Amazon/images/41ZSER3IApL.jpg","2","4","1","2"
"753","Amazon/images/51u1GCvzqtL.jpg","Amazon/images/41Cr%2BAECjyL.jpg","2","4","1","2"
"754","Amazon/images/51fS7JJYxnL.jpg","Amazon/images/41nHsjoDJwL.jpg","3","4","1","2"
"755","Amazon/images/41MSYemoz2L.jpg","Amazon/images/41MedmiQ68L.jpg","3","4","1","2"
"756","Amazon/images/41pJNot%2B77L.jpg","Amazon/images/41lgdSTtR0L.jpg","3","1","1","2"
"757","Amazon/images/41hEQCY7meL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"758","Amazon/images/51d458%2BW5hL.jpg","Amazon/images/41sn8E0T5QL.jpg","2","1","1","2"
"759","Amazon/images/41RT1yA4iZL.jpg","Amazon/images/41qiQqqLDUL.jpg","3","3","1","2"
"760","Amazon/images/5146Z1ZLbVL.jpg","Amazon/images/41EZG-uOGfL.jpg","3","3","1","2"
"761","Amazon/images/410FOORrn5L.jpg","Amazon/images/41oYFcB12sL.jpg","2","4","1","2"
"762","Amazon/images/41heKi3O3zL.jpg","Amazon/images/41NzHlC46kL.jpg","6","4","1","2"
"763","Amazon/images/41qFrlN6EeL.jpg","Amazon/images/31MqQDveXbL.jpg","6","3","1","2"
"764","Amazon/images/41RT1yA4iZL.jpg","Amazon/images/41PEyVgOtiL.jpg","2","4","1","2"
"765","Amazon/images/41sQ3OyBS8L.jpg","Amazon/images/31Ll0TNLC6L.jpg","2","4","1","2"
"766","Amazon/images/41ANWpVlyqL.jpg","Amazon/images/41PKgzpBBBL.jpg","6","4","1","2"
"767","Amazon/images/416v6hGULOL.jpg","Amazon/images/41ZSER3IApL.jpg","2","4","1","2"
"768","Amazon/images/41wxosj0lpL.jpg","Amazon/images/412ygDbAAXL.jpg","2","2","1","2"
"769","Amazon/images/418Ui%2BnDYyL.jpg","Amazon/images/411tFNX%2B51L.jpg","2","3","1","2"
"770","Amazon/images/41P8XJfCapL.jpg","Amazon/images/31Ll0TNLC6L.jpg","2","4","1","2"
"771","Amazon/images/41Qdhermc6L.jpg","Amazon/images/41Ww5lQOsrL.jpg","2","3","1","2"
"772","Amazon/images/41hdhWPVGTL.jpg","Amazon/images/41n39srVFAL.jpg","3","3","1","2"
"773","Amazon/images/51d458%2BW5hL.jpg","Amazon/images/414Is4JNARL.jpg","2","3","1","2"
"774","Amazon/images/410FOORrn5L.jpg","Amazon/images/51X6A29hWhL.jpg","2","3","1","2"
"775","Amazon/images/41DyRlILK2L.jpg","Amazon/images/41oYFcB12sL.jpg","3","4","1","2"
"776","Amazon/images/41iTz5EstJL.jpg","Amazon/images/41EZG-uOGfL.jpg","2","3","1","2"
"777","Amazon/images/41dzKx0t6yL.jpg","Amazon/images/41EZG-uOGfL.jpg","3","4","1","2"
"778","Amazon/images/51UswPO%2BExL.jpg","Amazon/images/41n39srVFAL.jpg","3","1","1","2"
"779","Amazon/images/51SjXzHKe7L.jpg","Amazon/images/41tcYHChHoL.jpg","2","2","1","2"
"780","Amazon/images/51hROuCvoKL.jpg","Amazon/images/41nhrpbqcLL.jpg","3","4","1","2"
"781","Amazon/images/41S%2BvktH63L.jpg","Amazon/images/41NzHlC46kL.jpg","2","4","1","2"
"782","Amazon/images/51RmVpvx3IL.jpg","Amazon/images/411tFNX%2B51L.jpg","3","3","1","2"
"783","Amazon/images/41kAJtExu5L.jpg","Amazon/images/51X6A29hWhL.jpg","2","4","1","2"
"784","Amazon/images/51Lxu58fx-L.jpg","Amazon/images/41buzrITqKL.jpg","3","1","1","2"
"785","Amazon/images/41q36N-%2BGPL.jpg","Amazon/images/41nhrpbqcLL.jpg","2","4","1","2"
"786","Amazon/images/51d458%2BW5hL.jpg","Amazon/images/41CAzqZTHFL.jpg","2","3","1","2"
"787","Amazon/images/41UhjiT9XOL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","4","1","2"
"788","Amazon/images/41uVCkYIz-L.jpg","Amazon/images/31ZKv1DIcDL.jpg","2","3","1","2"
"789","Amazon/images/41JWBWlDWLL.jpg","Amazon/images/41MedmiQ68L.jpg","3","3","1","2"
"790","Amazon/images/4127-zQKIvL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","2","1","2"
"791","Amazon/images/418Ui%2BnDYyL.jpg","Amazon/images/41FQKH53N%2BL.jpg","2","3","1","2"
"792","Amazon/images/41rT5%2BEoj4L.jpg","Amazon/images/31gN%2BxtNdoL.jpg","2","3","1","2"
"793","Amazon/images/41b%2BBffdGyL.jpg","Amazon/images/41PKgzpBBBL.jpg","3","4","1","2"
"794","Amazon/images/41SL8mhfw-L.jpg","Amazon/images/411tFNX%2B51L.jpg","3","1","1","2"
"795","Amazon/images/51tLC0H9PdL.jpg","Amazon/images/41%2BQyeeT9LL.jpg","3","3","1","2"
"796","Amazon/images/41q36N-%2BGPL.jpg","Amazon/images/41EZG-uOGfL.jpg","2","4","1","2"
"797","Amazon/images/41xm9JsQdyL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","4","1","2"
"798","Amazon/images/41xMMO7lALL.jpg","Amazon/images/41yqbdgEIeL.jpg","3","4","1","2"
"799","Amazon/images/41uVCkYIz-L.jpg","Amazon/images/41YdncyDatL.jpg","2","3","1","2"
"800","Amazon/images/41TUc440UML.jpg","Amazon/images/41VLCuXs4FL.jpg","2","3","1","2"
