Unnamed: 0,o_id,item1_img_path,item2_img_path,item3_img_path,item1_rating,item2_rating,item3_rating,rating,prob,occasion,label,item1_category,item2_category,item3_category
8482,6700,Amazon/images/41tlybQUO-L.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41Mu8X1MH5L.jpg,3,3,3,3,,3,1,5,10,9
8483,9199,Amazon/images/41wamOCFTyL.jpg,Amazon/images/41I-O-JfUPL.jpg,Amazon/images/51FrcQuW1vL.jpg,4,1,4,4,2,6,0,5,8,7
8484,11977,Amazon/images/41Pfe2jqdnL.jpg,Amazon/images/31gtJ8glq%2BL.jpg,Amazon/images/412LG13I5FL.jpg,3,3,3,3,,3,1,5,10,0
8485,8624,Amazon/images/51WqkwwcOfL.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/415ZGThsjpL.jpg,4,4,4,4,,3,1,5,10,2
8486,6269,Amazon/images/41rtljcD6bL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/51VBb4NMotL.jpg,3,1,1,3,"2,3",1,0,5,10,0
8487,7656,Amazon/images/41mt-Wtl0uL.jpg,Amazon/images/4170fAW4x%2BL.jpg,Amazon/images/410h2fi01aL.jpg,4,1,1,4,"2,3",1,0,5,8,9
8488,7645,Amazon/images/41Hxg99yCyL.jpg,Amazon/images/41p47ZjpPtL.jpg,Amazon/images/41bNOGuqcHL.jpg,3,1,3,3,2,3,0,5,8,7
8489,10496,Amazon/images/51%2BiNxcXSkL.jpg,Amazon/images/41s8GP6bQkL.jpg,Amazon/images/31lyIGKS--L.jpg,4,4,1,4,3,3,0,5,8,0
8490,11311,Amazon/images/41xuZV4rPvL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/51qpPwELo%2BL.jpg,1,3,3,3,1,2,0,5,10,9
8491,10459,Amazon/images/51WsqX1pkRL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/311PjYsj84L.jpg,3,3,3,3,,2,1,11,10,7
8492,9250,Amazon/images/516STlWMkAL.jpg,Amazon/images/41pBNiokb-L.jpg,Amazon/images/41OLxzuhfPL.jpg,2,3,3,3,,3,1,5,10,2
8493,8032,Amazon/images/41OPvVg1VEL.jpg,Amazon/images/41AN-y8OE2L.jpg,Amazon/images/41WWnby0mbL.jpg,3,4,4,4,,2,1,3,10,2
8494,8991,Amazon/images/41ujiqceQrL.jpg,Amazon/images/413YvtgV2FL.jpg,Amazon/images/41zXCQqiI5L.jpg,4,4,1,4,3,2,0,11,10,0
8495,10311,Amazon/images/51frMcppt6L.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/41Yv8zFBgmL.jpg,1,4,3,4,1,6,0,5,10,7
8496,11125,Amazon/images/41gsukzF%2BtL.jpg,Amazon/images/51oSaj2BUCL.jpg,Amazon/images/51Dutr-1N6L.jpg,3,2,1,3,3,2,0,3,10,0
8497,4919,Amazon/images/41GWkg7Jw8L.jpg,Amazon/images/61QVKClY3mL.jpg,Amazon/images/41ZTT3NEQhL.jpg,1,3,3,3,1,2,0,5,8,9
8498,6383,Amazon/images/41shSzzbDnL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/4114RiVekSL.jpg,3,1,3,3,2,2,0,3,10,9
8499,10338,Amazon/images/41yhZcQltbL.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/41hZqyPmL8L.jpg,1,4,4,4,1,1,0,11,10,7
8500,8140,Amazon/images/41sZApv9t8L.jpg,Amazon/images/4141zCkh5cL.jpg,Amazon/images/41S%2BkoJJmrL.jpg,3,1,3,3,2,3,0,5,8,9
8501,4684,Amazon/images/41WAIgVHoiL.jpg,Amazon/images/41Ww5lQOsrL.jpg,Amazon/images/51pETL9AizL.jpg,2,3,1,2,3,6,0,5,10,2
8502,10469,Amazon/images/41Lt3tck92L.jpg,Amazon/images/41HIAEnWKWL.jpg,Amazon/images/51pETL9AizL.jpg,4,3,3,3,,2,1,4,8,2
8503,8786,Amazon/images/41hHnr5mPgL.jpg,Amazon/images/41FQKH53N%2BL.jpg,Amazon/images/41h2-fID9vL.jpg,4,1,4,4,2,2,0,11,10,9
8504,9643,Amazon/images/41GQttQiCDL.jpg,Amazon/images/413XBtx7k5L.jpg,Amazon/images/41xQ2gk2XwL.jpg,3,3,1,3,3,2,0,11,8,0
8505,10545,Amazon/images/41iCx5%2BVnEL.jpg,Amazon/images/41s8GP6bQkL.jpg,Amazon/images/41QN431-DiL.jpg,3,3,3,3,,2,1,3,8,9
8506,6974,Amazon/images/41tlybQUO-L.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41WDEb0L9RL.jpg,3,1,3,3,2,6,0,5,10,7
8507,4030,Amazon/images/41mgL6RzizL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41kvbEwOrbL.jpg,2,3,3,3,1,2,0,5,10,9
8508,7023,Amazon/images/41ohZ%2BatCFL.jpg,Amazon/images/41lKJqCFKFL.jpg,Amazon/images/41J7tnuxuyL.jpg,4,4,4,4,,2,1,4,10,9
8509,8635,Amazon/images/419H4vZUa4L.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/51VrHhWhTcL.jpg,3,4,4,4,,3,1,5,10,9
8510,10527,Amazon/images/411gIcCVcIL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41j%2B-7ZWpBL.jpg,3,2,3,3,,3,1,5,10,7
8511,2046,Amazon/images/41QhUr4AqSL.jpg,Amazon/images/41bt6tUEYQL.jpg,Amazon/images/41RLveQ0RxL.jpg,1,3,3,3,1,2,0,5,8,9
8512,11122,Amazon/images/41GBcqlavqL.jpg,Amazon/images/4170fAW4x%2BL.jpg,Amazon/images/31kCvfTbAeL.jpg,3,1,1,3,"2,3",2,0,11,8,7
8513,7657,Amazon/images/41WXlZoxwvL.jpg,Amazon/images/41WS2UdCGXL.jpg,Amazon/images/419prquFUnL.jpg,1,2,2,1,1,2,0,5,8,9
8514,8315,Amazon/images/41mKn5nSQ-L.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/31KmHn%2BFNrL.jpg,1,4,4,4,1,6,0,4,10,7
8515,5412,Amazon/images/41qvUE4qvgL.jpg,Amazon/images/313ahyptqUL.jpg,Amazon/images/41h1d7xKnhL.jpg,4,1,3,4,2,2,0,11,8,0
8516,7011,Amazon/images/41OPvVg1VEL.jpg,Amazon/images/41NzHlC46kL.jpg,Amazon/images/41%2B3ieNZsRL.jpg,3,3,1,3,3,2,0,3,10,9
8517,8419,Amazon/images/412HpB7F3xL.jpg,Amazon/images/410VZ73tEnL.jpg,Amazon/images/31G%2BEBRz-nL.jpg,3,4,4,4,3,2,0,4,10,0
8518,10054,Amazon/images/313p86yqsPL.jpg,Amazon/images/41AN-y8OE2L.jpg,Amazon/images/41NN0fCAjEL.jpg,4,4,3,4,,3,1,5,10,0
8519,11119,Amazon/images/41soxh4XjvL.jpg,Amazon/images/41NzHlC46kL.jpg,Amazon/images/41g5ip3QYfL.jpg,4,4,4,4,,2,1,5,10,0
8520,11648,Amazon/images/410tL9t3g9L.jpg,Amazon/images/41EZG-uOGfL.jpg,Amazon/images/41oDYIAlN9L.jpg,4,3,4,4,,6,1,5,10,7
8521,8545,Amazon/images/410E76hsG0L.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/41tcLFR2aaL.jpg,4,4,3,4,,6,1,5,10,2
8522,6024,Amazon/images/416Je7twzmL.jpg,Amazon/images/313ahyptqUL.jpg,Amazon/images/31lx-wTWPaL.jpg,3,1,1,3,"2,3",1,0,5,8,9
8523,186,Amazon/images/41SrGTlrFfL.jpg,Amazon/images/41MCuVb7xIL.jpg,Amazon/images/41iOd9vIT3L.jpg,2,1,3,3,2,3,0,5,8,7
8524,8383,Amazon/images/41ujiqceQrL.jpg,Amazon/images/413YvtgV2FL.jpg,Amazon/images/41CiFwacQfL.jpg,4,4,4,4,,2,1,11,10,2
8525,9654,Amazon/images/415zJ7JUZDL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41D9vIT-VxL.jpg,3,3,2,3,,2,1,3,10,7
8526,10327,Amazon/images/51Rg9dlP9YL.jpg,Amazon/images/41YSHdiROIL.jpg,Amazon/images/41fLc2prjtL.jpg,4,4,4,4,,2,1,4,10,7
8527,10194,Amazon/images/41CvMMBrJAL.jpg,Amazon/images/41yqbdgEIeL.jpg,Amazon/images/41TPCESYCZL.jpg,3,4,2,3,,3,1,5,10,0
8528,8486,Amazon/images/512ktPgQMML.jpg,Amazon/images/41I7RXxeHuL.jpg,Amazon/images/41l5z5tOEFL.jpg,4,1,4,4,2,3,0,5,8,9
8529,8364,Amazon/images/319RNBzFr%2BL.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/41wOYo1WSLL.jpg,4,2,4,4,2,2,0,4,10,9
8530,7231,Amazon/images/41SD2SF55CL.jpg,Amazon/images/41p47ZjpPtL.jpg,Amazon/images/41wysn7cd2L.jpg,3,1,1,3,"2,3",3,0,5,8,7
8531,10997,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41s8GP6bQkL.jpg,Amazon/images/41-R7uPwkvL.jpg,4,4,3,4,,2,1,4,8,0
8532,7980,Amazon/images/41tRUQNTXgL.jpg,Amazon/images/4170fAW4x%2BL.jpg,Amazon/images/41Hb92CXlsL.jpg,4,1,4,4,2,2,0,4,8,9
8533,6342,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41DURJZeDWL.jpg,4,1,3,4,2,2,0,4,8,9
8534,7099,Amazon/images/51JKeE%2BVeOL.jpg,Amazon/images/41YSHdiROIL.jpg,Amazon/images/41Nl53t44uL.jpg,1,4,4,4,1,3,0,5,10,9
8535,8701,Amazon/images/41hGlu7hxjL.jpg,Amazon/images/41vqgFpb2WL.jpg,Amazon/images/411Ft6CSUOL.jpg,4,1,4,4,2,6,0,5,8,7
8536,7078,Amazon/images/41o9lngh5GL.jpg,Amazon/images/41MedmiQ68L.jpg,Amazon/images/41gXlU8GHUL.jpg,3,2,3,3,,3,1,5,10,0
8537,11069,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41wZ6AdWe1L.jpg,3,2,3,3,2,2,0,11,10,9
8538,8608,Amazon/images/51RWvEZLRJL.jpg,Amazon/images/41vqgFpb2WL.jpg,Amazon/images/41OJa2QCIDL.jpg,4,1,4,4,2,3,0,5,8,9
8539,8464,Amazon/images/41M9EdCF6oL.jpg,Amazon/images/4141zCkh5cL.jpg,Amazon/images/41wbeb6PCzL.jpg,4,1,3,4,2,3,0,5,8,9
8540,7400,Amazon/images/31vzOBOj3tL.jpg,Amazon/images/313ahyptqUL.jpg,Amazon/images/51VxlyyvUML.jpg,4,1,4,4,2,2,0,4,8,7
8541,10025,Amazon/images/41fqeF3OI7L.jpg,Amazon/images/41gWT1dZDhL.jpg,Amazon/images/41Yv8zFBgmL.jpg,3,1,4,4,2,6,0,5,8,7
8542,11627,Amazon/images/41xmv%2Bi7bPL.jpg,Amazon/images/41buzrITqKL.jpg,Amazon/images/41cVG6fLEQL.jpg,4,3,4,4,2,2,0,11,8,2
8543,10602,Amazon/images/41FIvCoIRTL.jpg,Amazon/images/4182ZwGiNXL.jpg,Amazon/images/31CuUmUaujL.jpg,3,3,1,3,3,6,0,5,10,7
8544,6579,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/51Nkyi4YE1L.jpg,4,3,4,4,,2,1,4,8,0
8545,8125,Amazon/images/41mKn5nSQ-L.jpg,Amazon/images/415uEMF9eZL.jpg,Amazon/images/51lLGBFuKxL.jpg,3,2,4,3,2,2,0,4,10,2
8546,1165,Amazon/images/516glx37vnL.jpg,Amazon/images/413XBtx7k5L.jpg,Amazon/images/41JI4obDMlL.jpg,2,2,1,2,3,2,0,4,8,7
8547,8986,Amazon/images/41T97q6R4BL.jpg,Amazon/images/41vqgFpb2WL.jpg,Amazon/images/51pqKpzoa3L.jpg,4,1,4,4,2,3,0,5,8,9
8548,7565,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/313ahyptqUL.jpg,Amazon/images/41xahtiRKEL.jpg,4,1,3,3,2,1,0,5,8,7
8549,7267,Amazon/images/412romQv87L.jpg,Amazon/images/41MedmiQ68L.jpg,Amazon/images/31eN8a4uxvL.jpg,3,4,4,4,,3,1,5,10,7
8550,9879,Amazon/images/41FgAbu1EIL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41rUCXScEWL.jpg,4,1,3,4,2,6,0,5,10,7
8551,6227,Amazon/images/410u%2BBeTzVL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/31Iea8hPm8L.jpg,3,1,3,3,2,3,0,5,1,7
8552,9093,Amazon/images/41SD2SF55CL.jpg,Amazon/images/413XBtx7k5L.jpg,Amazon/images/41Lx1konyAL.jpg,3,1,4,3,2,3,0,5,8,9
8553,11063,Amazon/images/416S6YyFSpL.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/41vxiWLCdQL.jpg,4,4,4,4,,2,1,4,10,7
8554,9708,Amazon/images/417IKQM5SNL.jpg,Amazon/images/41I-O-JfUPL.jpg,Amazon/images/41kabDWYjwL.jpg,3,3,3,3,,2,1,4,8,7
8555,8161,Amazon/images/51Vg2aYz2rL.jpg,Amazon/images/410VZ73tEnL.jpg,Amazon/images/41RCqRDt1ZL.jpg,3,4,4,4,,3,1,5,10,7
8556,10004,Amazon/images/41thhHO72pL.jpg,Amazon/images/41HIAEnWKWL.jpg,Amazon/images/41I8wcaxOVL.jpg,2,2,1,2,3,2,0,11,8,2
8557,6076,Amazon/images/51xj0M7n8DL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,Amazon/images/41WgofI6VXL.jpg,4,2,4,3,,3,1,5,10,9
8558,6598,Amazon/images/417L0t36UeL.jpg,Amazon/images/419cD9L3QiL.jpg,Amazon/images/41QkeW1t8zL.jpg,3,3,1,3,3,6,0,5,10,7
8559,6815,Amazon/images/31yEyzzEufL.jpg,Amazon/images/41HdicjYxPL.jpg,Amazon/images/51Fnl9MhNaL.jpg,2,2,2,2,,2,1,11,10,9
8560,11062,Amazon/images/513t9i7m%2BWL.jpg,Amazon/images/41EZG-uOGfL.jpg,Amazon/images/51lxHSNDQzL.jpg,3,3,3,3,,2,1,3,10,9
8561,6412,Amazon/images/41x8JeBBUXL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,Amazon/images/31422WagCeL.jpg,4,3,4,4,,2,1,4,10,7
8562,6910,Amazon/images/41Xdjbw9gnL.jpg,Amazon/images/41kr4bjN6tL.jpg,Amazon/images/51yh49ZD%2BEL.jpg,4,1,3,4,2,2,0,4,8,2
8563,10028,Amazon/images/41sZApv9t8L.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41ltebOBEYL.jpg,3,3,4,3,,3,1,5,10,2
8564,11880,Amazon/images/41viJwdVDWL.jpg,Amazon/images/41mWOI0DW0L.jpg,Amazon/images/41UNPJHqv7L.jpg,4,4,4,4,,2,1,4,10,9
8565,7248,Amazon/images/51W1HVCdWKL.jpg,Amazon/images/41NzHlC46kL.jpg,Amazon/images/41txcHrCyEL.jpg,3,4,4,4,,3,1,5,10,0
8566,9178,Amazon/images/41KWaW944hL.jpg,Amazon/images/4182ZwGiNXL.jpg,Amazon/images/41s3mhsBUVL.jpg,3,3,3,3,,6,1,5,10,7
8567,7944,Amazon/images/41tmdqeKb7L.jpg,Amazon/images/41lgdSTtR0L.jpg,Amazon/images/51yHiOT6e-L.jpg,1,4,4,4,1,2,0,5,10,2
8568,6840,Amazon/images/41DlLUcN96L.jpg,Amazon/images/41HIAEnWKWL.jpg,Amazon/images/51BrUABpUTL.jpg,3,1,3,3,2,6,0,5,8,2
8569,8402,Amazon/images/41U59tdamoL.jpg,Amazon/images/41I7RXxeHuL.jpg,Amazon/images/41aHIfgD1VL.jpg,4,1,4,4,2,1,0,5,8,7
8570,5958,Amazon/images/41HmesL9RKL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/41f%2BJWGjYrL.jpg,1,3,3,3,1,2,0,5,10,9
8571,10317,Amazon/images/51E8lQFlKFL.jpg,Amazon/images/41YSHdiROIL.jpg,Amazon/images/416Bs7MNZQL.jpg,4,4,1,4,3,2,0,4,10,0
8572,10903,Amazon/images/41kO-UUxEEL.jpg,Amazon/images/41Ww5lQOsrL.jpg,Amazon/images/41lrYpm8koL.jpg,4,4,2,4,3,1,0,5,10,7
8573,6445,Amazon/images/41ixXaj%2Bs2L.jpg,Amazon/images/41gWT1dZDhL.jpg,Amazon/images/41IMwyv6pfL.jpg,3,1,4,4,2,3,0,5,8,7
8574,11053,Amazon/images/41Zmrwqy22L.jpg,Amazon/images/31gtJ8glq%2BL.jpg,Amazon/images/41RCzZKLWoL.jpg,4,4,4,4,,2,1,4,10,9
8575,11846,Amazon/images/41bA8IDbbWL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41HK9Ner-0L.jpg,4,3,4,4,,2,1,4,10,0
8576,3433,Amazon/images/41h4qITJ1fL.jpg,Amazon/images/41m0FgksT1L.jpg,Amazon/images/31QH88JD%2BwL.jpg,2,2,2,2,,3,1,5,10,7
8577,7818,Amazon/images/41fqeF3OI7L.jpg,Amazon/images/41EZG-uOGfL.jpg,Amazon/images/31mjZTKNE3L.jpg,3,3,3,3,,6,1,5,10,0
8578,9651,Amazon/images/41M9EdCF6oL.jpg,Amazon/images/41l0dGkIbDL.jpg,Amazon/images/41psFA5PysL.jpg,4,3,4,4,,3,1,5,10,2
8579,7071,Amazon/images/41k7eqx6vLL.jpg,Amazon/images/41iMMCy2RbL.jpg,Amazon/images/31HfaPa2ARL.jpg,3,4,1,4,3,3,0,5,10,7
8580,8090,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/41qiQqqLDUL.jpg,Amazon/images/41HDEfy0kEL.jpg,4,1,3,4,2,6,0,5,10,2
8581,11982,Amazon/images/31bW5l3muhL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,Amazon/images/41no3nAlDbL.jpg,4,4,4,4,,3,1,5,10,2
8582,10481,Amazon/images/51rlmOosMRL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41s%2BtdvN9FL.jpg,3,3,3,3,,2,1,11,10,2
8583,8142,Amazon/images/41KrfpL2fqL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,Amazon/images/51pqKpzoa3L.jpg,3,3,1,3,3,1,0,5,10,9
8584,11704,Amazon/images/51wdCbZGgbL.jpg,Amazon/images/4170fAW4x%2BL.jpg,Amazon/images/41Ol5VqJrsL.jpg,3,1,3,3,2,3,0,5,8,9
8585,8108,Amazon/images/51qAeUIT9PL.jpg,Amazon/images/41qiQqqLDUL.jpg,Amazon/images/41h97BPL0VL.jpg,3,3,3,3,,2,1,11,10,7
8586,10234,Amazon/images/41E-kLHZOpL.jpg,Amazon/images/41c0BzUWxyL.jpg,Amazon/images/41gbyWdIj3L.jpg,3,3,3,3,,6,1,5,10,7
8587,11816,Amazon/images/41efuMfmp1L.jpg,Amazon/images/41EZG-uOGfL.jpg,Amazon/images/41SoOSvDb3L.jpg,3,3,1,3,3,1,0,5,10,2
8588,10477,Amazon/images/51JKeE%2BVeOL.jpg,Amazon/images/4182ZwGiNXL.jpg,Amazon/images/31m1jUre4fL.jpg,1,1,3,3,"1,2",3,0,5,10,7
8589,6831,Amazon/images/51TQGEArHIL.jpg,Amazon/images/41E7EhoW9uL.jpg,Amazon/images/41DbvyH0OuL.jpg,3,3,2,3,,2,1,11,10,7
8590,8222,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41FQKH53N%2BL.jpg,Amazon/images/41CW-q6lkFL.jpg,3,1,3,3,2,2,0,11,10,9
8591,10766,Amazon/images/41EWkrOK-XL.jpg,Amazon/images/41Xxi3bUPvL.jpg,Amazon/images/41g1dEKU53L.jpg,3,3,3,3,,3,1,5,10,2
8592,11836,Amazon/images/416Je7twzmL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41W-H6NowaL.jpg,3,3,1,3,3,3,0,5,10,9
8593,10792,Amazon/images/41AvgQD-sML.jpg,Amazon/images/41YSHdiROIL.jpg,Amazon/images/51Zp5IPNuFL.jpg,2,4,4,4,1,3,0,5,10,7
8594,6984,Amazon/images/41o%2BDoT-xZL.jpg,Amazon/images/41E7EhoW9uL.jpg,Amazon/images/51P9FvD7U6L.jpg,1,3,4,4,1,2,0,5,10,9
8595,6839,Amazon/images/41phWs%2BXTTL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,Amazon/images/41ffIz1M0iL.jpg,3,2,4,3,,3,1,5,1,7
8596,9207,Amazon/images/41TQD0eKMxL.jpg,Amazon/images/41Is6RSGa6L.jpg,Amazon/images/41jF6Jm-PbL.jpg,3,2,3,3,,2,1,4,8,9
8597,10293,Amazon/images/61oEHUy%2B0PL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41ybOImWwXL.jpg,4,1,4,4,2,3,0,5,8,7
8598,11620,Amazon/images/41%2BMlcScZxL.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/41-k4T4mdpL.jpg,4,4,4,4,,2,1,4,10,0
8599,8506,Amazon/images/41%2BjS9aED4L.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/419AJZ4NrRL.jpg,3,4,4,4,,3,1,5,10,7
8600,6493,Amazon/images/41Azd5QZUoL.jpg,Amazon/images/41kr4bjN6tL.jpg,Amazon/images/41hqF7Yt3iL.jpg,4,1,4,4,2,2,0,11,8,7
8601,9477,Amazon/images/41wMp4856gL.jpg,Amazon/images/41EF8EMZgML.jpg,Amazon/images/411QbGVqxwL.jpg,4,5,4,4,,3,1,5,10,7
8602,10680,Amazon/images/41Or43em0IL.jpg,Amazon/images/41c3NSTRZuL.jpg,Amazon/images/51Ly4jAC0CL.jpg,4,4,4,4,,2,1,11,10,0
8603,6524,Amazon/images/41CiVlmKmHL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41jkQsGlqzL.jpg,3,1,3,3,2,3,0,5,10,7
8604,7448,Amazon/images/41EylJ4-gYL.jpg,Amazon/images/41p47ZjpPtL.jpg,Amazon/images/416ivUVvcSL.jpg,4,1,3,4,2,2,0,3,8,9
8605,803,Amazon/images/41FUl-Uo-fL.jpg,Amazon/images/411RTZ4a65L.jpg,Amazon/images/41cUu1GEvHL.jpg,2,2,2,2,,2,1,11,6,9
8606,6732,Amazon/images/41EWkrOK-XL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/41TS%2BUBsiLL.jpg,2,1,2,2,,3,1,5,10,0
8607,6226,Amazon/images/51u1-CyCzQL.jpg,Amazon/images/41E7EhoW9uL.jpg,Amazon/images/51s%2Bmu1KnaL.jpg,3,2,2,2,,6,1,5,10,7
8608,6731,Amazon/images/41l%2B3dmrJbL.jpg,Amazon/images/41gWT1dZDhL.jpg,Amazon/images/51BrUABpUTL.jpg,3,1,1,3,"2,3",2,0,4,8,2
8609,11336,Amazon/images/51USyCseVxL.jpg,Amazon/images/41n39srVFAL.jpg,Amazon/images/31qiT6HKHxL.jpg,4,2,4,4,2,3,0,5,10,9
8610,8326,Amazon/images/415BIWlap0L.jpg,Amazon/images/41qiQqqLDUL.jpg,Amazon/images/41aywsvzBOL.jpg,3,4,4,4,,3,1,5,10,7
8611,10038,Amazon/images/51iDPa8DeoL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41rp1HN0eiL.jpg,4,1,4,4,2,3,0,5,8,9
8612,8921,Amazon/images/41HyO3j2KWL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,Amazon/images/31cEXnsnmvL.jpg,2,2,3,2,,2,1,11,10,7
8613,9111,Amazon/images/41LxXmEpGLL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,Amazon/images/41idIwIATnL.jpg,4,2,4,4,2,2,0,11,10,9
8614,6564,Amazon/images/413Xbj4EdfL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,Amazon/images/41ota8bcIrL.jpg,2,3,3,3,,3,1,5,10,9
8615,7196,Amazon/images/515SKy-yNfL.jpg,Amazon/images/41p47ZjpPtL.jpg,Amazon/images/4123sXAyqbL.jpg,3,1,2,2,2,3,0,5,8,0
8616,9209,Amazon/images/41my1n98XyL.jpg,Amazon/images/41Is6RSGa6L.jpg,Amazon/images/41lJTsNiKwL.jpg,3,1,2,3,2,6,0,5,8,0
8617,8079,Amazon/images/41q9-rxMuQL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,Amazon/images/41-mh1XSdML.jpg,4,3,4,4,,6,1,5,10,7
8618,10171,Amazon/images/41SNlP68CpL.jpg,Amazon/images/41Ww5lQOsrL.jpg,Amazon/images/41e5KJZkWNL.jpg,4,4,3,4,,3,1,5,10,2
8619,9815,Amazon/images/41p9Olu9OAL.jpg,Amazon/images/313ahyptqUL.jpg,Amazon/images/41W4Fov%2BJ2L.jpg,3,1,3,3,2,3,0,5,8,0
8620,5611,Amazon/images/51zmqS5OEzL.jpg,Amazon/images/4162-T9AazL.jpg,Amazon/images/41AyP5oBL%2BL.jpg,3,3,1,3,3,2,0,11,8,2
8621,11703,Amazon/images/41xn6GbcVkL.jpg,Amazon/images/41NzHlC46kL.jpg,Amazon/images/41U5B8%2B-nvL.jpg,3,3,1,3,3,2,0,11,10,0
8622,6766,Amazon/images/41eu95z1H5L.jpg,Amazon/images/41E7EhoW9uL.jpg,Amazon/images/41HVGKtQiUL.jpg,3,2,2,2,,2,1,4,10,7
8623,11913,Amazon/images/410MQJ1qofL.jpg,Amazon/images/51X6A29hWhL.jpg,Amazon/images/411OkmDUvhL.jpg,4,4,4,4,,6,1,5,10,7
8624,10999,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/414vK-PXiuL.jpg,Amazon/images/31PFymeVx4L.jpg,4,4,4,4,,2,1,4,10,7
8625,8665,Amazon/images/51c2NV0E6pL.jpg,Amazon/images/41MByOHbsBL.jpg,Amazon/images/41h2-fID9vL.jpg,3,3,4,3,,3,1,5,10,9
8626,11345,Amazon/images/41mkJPlLRlL.jpg,Amazon/images/41maYFVBeeL.jpg,Amazon/images/41BIAwTZorL.jpg,4,3,4,4,,3,1,5,10,2
8627,7249,Amazon/images/41sZApv9t8L.jpg,Amazon/images/41p47ZjpPtL.jpg,Amazon/images/31HfaPa2ARL.jpg,1,2,1,1,1,2,0,5,8,7
8628,11266,Amazon/images/41BUu1%2BU5vL.jpg,Amazon/images/41maYFVBeeL.jpg,Amazon/images/31%2BBgRpH2CL.jpg,4,4,1,4,3,2,0,11,10,7
8629,6975,Amazon/images/41gBGqOruoL.jpg,Amazon/images/419cD9L3QiL.jpg,Amazon/images/41LosaqODTL.jpg,4,4,4,4,,2,1,4,10,9
8630,7115,Amazon/images/41M9EdCF6oL.jpg,Amazon/images/41YSHdiROIL.jpg,Amazon/images/410h2fi01aL.jpg,4,4,1,4,3,"6,3",0,5,10,9
8631,10885,Amazon/images/313p86yqsPL.jpg,Amazon/images/41AN-y8OE2L.jpg,Amazon/images/41sKLrZoM9L.jpg,4,3,4,4,,3,1,5,10,7
8632,11454,Amazon/images/513t9i7m%2BWL.jpg,Amazon/images/41EZG-uOGfL.jpg,Amazon/images/41xmu3755yL.jpg,1,4,4,4,1,6,0,3,10,7
8633,6429,Amazon/images/41F13YsRGCL.jpg,Amazon/images/31Ll0TNLC6L.jpg,Amazon/images/410ffVXsIOL.jpg,4,4,4,4,,3,1,5,10,9
8634,6865,Amazon/images/41ckTh3OXeL.jpg,Amazon/images/41tcYHChHoL.jpg,Amazon/images/51Wz1w3kTRL.jpg,4,1,4,4,2,2,0,3,10,9
