,o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
7705,20284,Amazon/images/51FsUecTVrL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
7711,22143,Amazon/images/41BCu7mL94L.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
7732,22951,Amazon/images/61LMqT1Ch0L.jpg,Amazon/images/31MqQDveXbL.jpg,2,3,10
7744,19381,Amazon/images/41T9Dn1FLBL.jpg,Amazon/images/41czTuLOQvL.jpg,3,5,10
7750,18968,Amazon/images/41S90r0ezYL.jpg,Amazon/images/31NUDrxNhxL.jpg,2,4,10
7759,20400,Amazon/images/41lA9blZH-L.jpg,Amazon/images/41GWdq%2BOpyL.jpg,3,5,1
7760,23499,Amazon/images/41xmYG4KaxL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
7778,23231,Amazon/images/51KY1D6LqmL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
7783,19397,Amazon/images/41IE-GDgsDL.jpg,Amazon/images/41czTuLOQvL.jpg,"2,3",5,10
7786,20570,Amazon/images/41wxosj0lpL.jpg,Amazon/images/41buzrITqKL.jpg,2,4,8
7828,21875,Amazon/images/41L4muIiWDL.jpg,Amazon/images/41oYFcB12sL.jpg,3,5,1
7840,21907,Amazon/images/41uO6xhrl-L.jpg,Amazon/images/41ZSER3IApL.jpg,2,11,10
7849,23064,Amazon/images/51u1GCvzqtL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,4,10
7869,21840,Amazon/images/51fS7JJYxnL.jpg,Amazon/images/41nHsjoDJwL.jpg,3,5,10
7882,21379,Amazon/images/41MSYemoz2L.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
7888,20273,Amazon/images/41pJNot%2B77L.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
7892,19004,Amazon/images/41hEQCY7meL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
7897,19766,Amazon/images/51d458%2BW5hL.jpg,Amazon/images/41sn8E0T5QL.jpg,2,3,10
7898,21339,Amazon/images/41RT1yA4iZL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
7919,23042,Amazon/images/5146Z1ZLbVL.jpg,Amazon/images/41EZG-uOGfL.jpg,3,5,10
7937,21869,Amazon/images/410FOORrn5L.jpg,Amazon/images/41oYFcB12sL.jpg,2,4,1
7941,19244,Amazon/images/41heKi3O3zL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
7951,22977,Amazon/images/41qFrlN6EeL.jpg,Amazon/images/31MqQDveXbL.jpg,6,5,10
7955,19888,Amazon/images/41RT1yA4iZL.jpg,Amazon/images/41PEyVgOtiL.jpg,2,5,1
7956,20014,Amazon/images/41sQ3OyBS8L.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,4,10
7964,23889,Amazon/images/41ANWpVlyqL.jpg,Amazon/images/41PKgzpBBBL.jpg,6,5,10
7991,21919,Amazon/images/416v6hGULOL.jpg,Amazon/images/41ZSER3IApL.jpg,2,4,10
7993,18661,Amazon/images/41wxosj0lpL.jpg,Amazon/images/412ygDbAAXL.jpg,2,4,8
7994,18319,Amazon/images/418Ui%2BnDYyL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
8010,20005,Amazon/images/41P8XJfCapL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,3,10
8012,20119,Amazon/images/41Qdhermc6L.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
8019,18383,Amazon/images/41hdhWPVGTL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
8022,20917,Amazon/images/51d458%2BW5hL.jpg,Amazon/images/414Is4JNARL.jpg,2,3,10
8026,21169,Amazon/images/410FOORrn5L.jpg,Amazon/images/51X6A29hWhL.jpg,2,4,10
8038,21896,Amazon/images/41DyRlILK2L.jpg,Amazon/images/41oYFcB12sL.jpg,3,5,1
8043,23015,Amazon/images/41iTz5EstJL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
8052,23050,Amazon/images/41dzKx0t6yL.jpg,Amazon/images/41EZG-uOGfL.jpg,3,5,10
8054,22269,Amazon/images/51UswPO%2BExL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
8057,19166,Amazon/images/51SjXzHKe7L.jpg,Amazon/images/41tcYHChHoL.jpg,2,4,10
8065,21084,Amazon/images/51hROuCvoKL.jpg,Amazon/images/41nhrpbqcLL.jpg,3,5,10
8073,19206,Amazon/images/41S%2BvktH63L.jpg,Amazon/images/41NzHlC46kL.jpg,2,11,10
8086,18349,Amazon/images/51RmVpvx3IL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8093,21152,Amazon/images/41kAJtExu5L.jpg,Amazon/images/51X6A29hWhL.jpg,2,11,10
8094,20600,Amazon/images/51Lxu58fx-L.jpg,Amazon/images/41buzrITqKL.jpg,3,5,8
8107,21054,Amazon/images/41q36N-%2BGPL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,11,10
8109,18220,Amazon/images/51d458%2BW5hL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,3,10
8115,20487,Amazon/images/41UhjiT9XOL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8119,18161,Amazon/images/41uVCkYIz-L.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
8124,22321,Amazon/images/41JWBWlDWLL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
8130,20485,Amazon/images/4127-zQKIvL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8132,19019,Amazon/images/418Ui%2BnDYyL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,4,10
8133,22006,Amazon/images/41rT5%2BEoj4L.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,11,10
8135,20975,Amazon/images/41b%2BBffdGyL.jpg,Amazon/images/41PKgzpBBBL.jpg,3,5,10
8141,20344,Amazon/images/41SL8mhfw-L.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8144,21292,Amazon/images/51tLC0H9PdL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
8155,23004,Amazon/images/41q36N-%2BGPL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,11,10
8158,20499,Amazon/images/41xm9JsQdyL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8178,20495,Amazon/images/41xMMO7lALL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8180,20162,Amazon/images/41uVCkYIz-L.jpg,Amazon/images/41YdncyDatL.jpg,2,4,10
8189,21206,Amazon/images/41TUc440UML.jpg,Amazon/images/41VLCuXs4FL.jpg,2,11,10
8200,18339,Amazon/images/414Z%2BmeUE0L.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8207,23635,Amazon/images/51JxNJokAGL.jpg,Amazon/images/41Rw9CK223L.jpg,3,5,10
8210,18008,Amazon/images/41wZtt8hubL.jpg,Amazon/images/41VLCuXs4FL.jpg,2,3,10
8211,21116,Amazon/images/416v6hGULOL.jpg,Amazon/images/41QUqtDNIkL.jpg,2,4,10
8233,21399,Amazon/images/51lu4ts5D5L.jpg,Amazon/images/41MedmiQ68L.jpg,"2,3",5,10
8243,22295,Amazon/images/51t45EzXvGL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
8244,21739,Amazon/images/51JxNJokAGL.jpg,Amazon/images/41rcPSO4aNL.jpg,"2,3",5,8
8245,22095,Amazon/images/41z-qYbNAjL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
8255,22320,Amazon/images/418Ui%2BnDYyL.jpg,Amazon/images/41MedmiQ68L.jpg,2,4,10
8256,18957,Amazon/images/41TRYN8190L.jpg,Amazon/images/31NUDrxNhxL.jpg,2,3,10
8265,18091,Amazon/images/41DyRlILK2L.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
8266,18013,Amazon/images/51u1GCvzqtL.jpg,Amazon/images/41VLCuXs4FL.jpg,2,4,10
8269,20020,Amazon/images/41i64HRIJ6L.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,4,10
8273,18400,Amazon/images/41BCxg6YEJL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
8280,23318,Amazon/images/417DIMi8fpL.jpg,Amazon/images/41czTuLOQvL.jpg,2,4,10
8281,21882,Amazon/images/51cuw%2BvqfVL.jpg,Amazon/images/41oYFcB12sL.jpg,3,5,1
8284,19854,Amazon/images/31UckHyTVYL.jpg,Amazon/images/41PEyVgOtiL.jpg,2,3,1
8288,22985,Amazon/images/51cuw%2BvqfVL.jpg,Amazon/images/31MqQDveXbL.jpg,6,5,10
8291,18387,Amazon/images/51%2BU5pYNciL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
8298,22878,Amazon/images/41MSYemoz2L.jpg,Amazon/images/414Is4JNARL.jpg,6,5,10
8310,20988,Amazon/images/51JiqnYvoeL.jpg,Amazon/images/41PKgzpBBBL.jpg,3,5,10
8315,19720,Amazon/images/416v6hGULOL.jpg,Amazon/images/41SlSsQcv2L.jpg,2,4,1
8324,20933,Amazon/images/41RGhUbSJwL.jpg,Amazon/images/414Is4JNARL.jpg,6,5,10
8344,18444,Amazon/images/5146Z1ZLbVL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
8346,21282,Amazon/images/511uaZLB1VL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
8352,21016,Amazon/images/41rszPvCWEL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,4,10
8357,19248,Amazon/images/51X%2BC1CXCzL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
8358,18208,Amazon/images/41i%2B9UdW-qL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,4,10
8363,22487,Amazon/images/51Rejp85rqL.jpg,Amazon/images/41qiQqqLDUL.jpg,"2,3",5,10
8372,22085,Amazon/images/515mDdPdMKL.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
8373,23880,Amazon/images/41GYAu4TiML.jpg,Amazon/images/41PKgzpBBBL.jpg,6,5,10
8379,21331,Amazon/images/51xJzwUaBUL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
8383,18500,Amazon/images/41xm9JsQdyL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
8392,21939,Amazon/images/51dOrQiS8UL.jpg,Amazon/images/41ZSER3IApL.jpg,3,5,10
8394,18507,Amazon/images/41XsVyuTbZL.jpg,Amazon/images/418cn93HS2L.jpg,2,3,8
8403,18418,Amazon/images/41S90r0ezYL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
8406,20348,Amazon/images/51JLrt5tLlL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8410,22014,Amazon/images/51d458%2BW5hL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,3,10
8443,18309,Amazon/images/41H1UIeS-WL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
8444,18183,Amazon/images/51hROuCvoKL.jpg,Amazon/images/31ZKv1DIcDL.jpg,3,5,10
8446,19096,Amazon/images/41rTmMxcf3L.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
8447,22993,Amazon/images/41dzKx0t6yL.jpg,Amazon/images/31MqQDveXbL.jpg,"6,3",5,10
8448,23863,Amazon/images/51UswPO%2BExL.jpg,Amazon/images/41PKgzpBBBL.jpg,3,5,10
8453,20450,Amazon/images/41IE-GDgsDL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
8459,20963,Amazon/images/418Ui%2BnDYyL.jpg,Amazon/images/41PKgzpBBBL.jpg,2,4,10
8461,22480,Amazon/images/41MoCCR1DBL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
8462,19732,Amazon/images/51FsUecTVrL.jpg,Amazon/images/41SlSsQcv2L.jpg,"2,3",5,1
8466,18113,Amazon/images/41rszPvCWEL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
8468,23131,Amazon/images/51FsUecTVrL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
8474,23089,Amazon/images/51cuw%2BvqfVL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,6,5,10
8475,20046,Amazon/images/4166HCNJl3L.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
8483,20288,Amazon/images/51cuw%2BvqfVL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
8488,21163,Amazon/images/51b04%2Bo087L.jpg,Amazon/images/51X6A29hWhL.jpg,2,4,10
8495,21946,Amazon/images/51wkPasvq6L.jpg,Amazon/images/41ZSER3IApL.jpg,3,5,10
8507,22211,Amazon/images/41iTz5EstJL.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
8509,19556,Amazon/images/41q36N-%2BGPL.jpg,Amazon/images/41NXceFkwCL.jpg,2,11,8
8510,22016,Amazon/images/51u1GCvzqtL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,4,10
8514,20039,Amazon/images/51BUDr2jxsL.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
8519,21098,Amazon/images/41heKi3O3zL.jpg,Amazon/images/41nhrpbqcLL.jpg,6,5,10
8526,18482,Amazon/images/51dOrQiS8UL.jpg,Amazon/images/41lgdSTtR0L.jpg,3,5,10
8530,21903,Amazon/images/41P8XJfCapL.jpg,Amazon/images/41ZSER3IApL.jpg,2,3,10
8532,19798,Amazon/images/41dzKx0t6yL.jpg,Amazon/images/41sn8E0T5QL.jpg,"6,3",5,10
8534,18151,Amazon/images/5145T03225L.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,11,10
8536,20205,Amazon/images/41gbx-X4gUL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
8537,23296,Amazon/images/51RmVpvx3IL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
8539,21833,Amazon/images/51-groB-12L.jpg,Amazon/images/41nHsjoDJwL.jpg,3,5,10
8540,23007,Amazon/images/41hEQCY7meL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,11,10
8544,20062,Amazon/images/51SjXzHKe7L.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
8545,18464,Amazon/images/417DIMi8fpL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
8547,18512,Amazon/images/41VogmeX3wL.jpg,Amazon/images/418cn93HS2L.jpg,2,4,8
8548,19785,Amazon/images/41hdhWPVGTL.jpg,Amazon/images/41sn8E0T5QL.jpg,3,5,10
8556,18044,Amazon/images/51a4Bs-s0RL.jpg,Amazon/images/41VLCuXs4FL.jpg,3,5,10
8561,18953,Amazon/images/51spZz%2B1TGL.jpg,Amazon/images/31NUDrxNhxL.jpg,2,3,10
8562,19119,Amazon/images/41ON2-g9nKL.jpg,Amazon/images/415uEMF9eZL.jpg,2,4,10
8570,20979,Amazon/images/41DDPEJHeyL.jpg,Amazon/images/41PKgzpBBBL.jpg,3,5,10
8574,22245,Amazon/images/41FV7F8YvcL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
8577,18469,Amazon/images/416v6hGULOL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
8578,22340,Amazon/images/41UfTKS-2ZL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
8580,22062,Amazon/images/41gehF42lIL.jpg,Amazon/images/41c0BzUWxyL.jpg,2,4,10
8582,23641,Amazon/images/41FV7F8YvcL.jpg,Amazon/images/41Rw9CK223L.jpg,"6,3",5,10
8587,20361,Amazon/images/41S90r0ezYL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,4,1
8597,22891,Amazon/images/51JLrt5tLlL.jpg,Amazon/images/414Is4JNARL.jpg,3,5,10
8599,18203,Amazon/images/41uO6xhrl-L.jpg,Amazon/images/41CAzqZTHFL.jpg,2,11,10
8601,20057,Amazon/images/51Q0clkV8%2BL.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
8604,20067,Amazon/images/410FOORrn5L.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,4,10
8608,19104,Amazon/images/41eILmRkl1L.jpg,Amazon/images/415uEMF9eZL.jpg,2,11,10
8610,22193,Amazon/images/51X%2BC1CXCzL.jpg,Amazon/images/41QUqtDNIkL.jpg,6,5,10
8613,19086,Amazon/images/41RT1yA4iZL.jpg,Amazon/images/413YvtgV2FL.jpg,3,5,10
8618,18344,Amazon/images/41FV7F8YvcL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8619,20154,Amazon/images/41wZtt8hubL.jpg,Amazon/images/41YdncyDatL.jpg,2,3,10
8623,19057,Amazon/images/41Mfxrkih5L.jpg,Amazon/images/413YvtgV2FL.jpg,2,11,10
8629,19285,Amazon/images/51evsCTUkzL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
8635,19740,Amazon/images/51BUDr2jxsL.jpg,Amazon/images/41SlSsQcv2L.jpg,3,5,1
8638,19760,Amazon/images/41pB1MeuWmL.jpg,Amazon/images/41sn8E0T5QL.jpg,2,11,10
8639,21494,Amazon/images/41lA9blZH-L.jpg,Amazon/images/41n39srVFAL.jpg,"2,3",5,10
8640,19440,Amazon/images/51Rejp85rqL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8644,19239,Amazon/images/51cuw%2BvqfVL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
8653,20141,Amazon/images/41R41bDnSqL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
8655,23892,Amazon/images/51--OIkYBOL.jpg,Amazon/images/41PKgzpBBBL.jpg,3,5,10
8660,18110,Amazon/images/41q36N-%2BGPL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,11,10
8664,22100,Amazon/images/51wkPasvq6L.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
8667,23141,Amazon/images/4166HCNJl3L.jpg,Amazon/images/41c0BzUWxyL.jpg,"6,3",5,10
8668,18409,Amazon/images/51uY0nCFP5L.jpg,Amazon/images/414vK-PXiuL.jpg,2,3,10
8669,19289,Amazon/images/51dOrQiS8UL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
8670,22037,Amazon/images/41RT1yA4iZL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,3,5,10
8672,18048,Amazon/images/41R41bDnSqL.jpg,Amazon/images/41VLCuXs4FL.jpg,"6,3",5,10
8674,18334,Amazon/images/515mDdPdMKL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
8678,18402,Amazon/images/41Mfxrkih5L.jpg,Amazon/images/414vK-PXiuL.jpg,2,11,10
8680,19712,Amazon/images/51d458%2BW5hL.jpg,Amazon/images/41SlSsQcv2L.jpg,2,3,1
8684,22183,Amazon/images/51hROuCvoKL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
8685,18159,Amazon/images/51Uos1Dik-L.jpg,Amazon/images/31ZKv1DIcDL.jpg,2,11,10
8695,23857,Amazon/images/41S%2BvktH63L.jpg,Amazon/images/41PKgzpBBBL.jpg,2,11,10
8714,36987,Amazon/images/41ZrBl4LpBL.jpg,Amazon/images/41P8LFbvwrL.jpg,"2,3",5,10
8717,27184,Amazon/images/41Zb9lizc5L.jpg,Amazon/images/41NzHlC46kL.jpg,2,3,10
8721,23017,Amazon/images/51b04%2Bo087L.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
8723,30147,Amazon/images/41PxI9Wop-L.jpg,Amazon/images/41AZ3nCwX2L.jpg,2,4,8
8740,26070,Amazon/images/51aJ0lPB19L.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
8746,19063,Amazon/images/410YPqDqeLL.jpg,Amazon/images/413YvtgV2FL.jpg,2,4,10
8764,27348,Amazon/images/41gRbQMKJBL.jpg,Amazon/images/41E7EhoW9uL.jpg,6,5,10
8765,42004,Amazon/images/51Giv3JRGXL.jpg,Amazon/images/31h0UhbEDsL.jpg,"6,3",5,10
8769,32350,Amazon/images/41BMnXxIDPL.jpg,Amazon/images/41MAkhEnSlL.jpg,2,4,10
8770,20562,Amazon/images/41nifhigKyL.jpg,Amazon/images/41buzrITqKL.jpg,2,4,8
8775,39187,Amazon/images/41x4-qtdR7L.jpg,Amazon/images/41LwbwGME6L.jpg,2,4,10
8776,35706,Amazon/images/41XKwXaiGBL.jpg,Amazon/images/41Gq3tnkJpL.jpg,6,5,10
8809,33954,Amazon/images/51As6I%2BcTuL.jpg,Amazon/images/41c7JBORXnL.jpg,2,11,10
8815,37647,Amazon/images/41JameGNElL.jpg,Amazon/images/41%2B%2BpJyhuCL.jpg,2,4,10
8817,40947,Amazon/images/51ucA1I9nKL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
8819,42621,Amazon/images/41Pfe2jqdnL.jpg,Amazon/images/41Z4XVHbWPL.jpg,6,5,10
8829,28671,Amazon/images/41XEPyZOphL.jpg,Amazon/images/41E63AFImSL.jpg,"2,3",5,8
8831,26209,Amazon/images/41gCsuywJaL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
8834,37128,Amazon/images/51iuA6MLbsL.jpg,Amazon/images/41B8yFjvJdL.jpg,2,4,10
8839,37005,Amazon/images/41x4-qtdR7L.jpg,Amazon/images/412Eur00OrL.jpg,2,4,10
8882,27555,Amazon/images/51SiwElrR0L.jpg,Amazon/images/41E7EhoW9uL.jpg,3,5,10
8885,42061,Amazon/images/41lHnj8dP-L.jpg,Amazon/images/41JLqXo92XL.jpg,3,5,10
8889,40579,Amazon/images/41nWlYtiMsL.jpg,Amazon/images/41JLqXo92XL.jpg,"2,3",5,10
8905,33932,Amazon/images/41LVvj7dItL.jpg,Amazon/images/411tw4xkDbL.jpg,"2,3",5,10
8909,42491,Amazon/images/41Rk5U3sXmL.jpg,Amazon/images/41LwbwGME6L.jpg,2,5,10
8925,40733,Amazon/images/41p9Olu9OAL.jpg,Amazon/images/410mLyzHkFL.jpg,6,5,10
8929,32895,Amazon/images/41PxI9Wop-L.jpg,Amazon/images/41H8y9VoDdL.jpg,2,4,10
8939,37351,Amazon/images/415BIWlap0L.jpg,Amazon/images/41fEM6NlbmL.jpg,3,5,10
8956,41130,Amazon/images/41my1n98XyL.jpg,Amazon/images/41JLqXo92XL.jpg,3,5,10
8967,33082,Amazon/images/4158jvLxRQL.jpg,Amazon/images/41VUr5J-bQL.jpg,2,11,10
8971,39980,Amazon/images/4120PmYyiGL.jpg,Amazon/images/41K%2BcTS8MxL.jpg,3,5,8
8978,36835,Amazon/images/51gV2mqUr1L.jpg,Amazon/images/41gySKgP%2BzL.jpg,"2,3",5,10
8981,24016,Amazon/images/51%2B5n1%2BS1nL.jpg,Amazon/images/414vK-PXiuL.jpg,"2,3",5,10
8982,28930,Amazon/images/51N9bKBudwL.jpg,Amazon/images/41EF8EMZgML.jpg,"6,3",5,10
8989,42802,Amazon/images/411m647JalL.jpg,Amazon/images/41tksZqrX2L.jpg,2,4,8
9014,42021,Amazon/images/410u%2BBeTzVL.jpg,Amazon/images/41JLqXo92XL.jpg,3,5,10
9016,33635,Amazon/images/41LgOLoRiBL.jpg,Amazon/images/41Ua1KX6wCL.jpg,3,5,8
9026,34878,Amazon/images/41HScWYzd0L.jpg,Amazon/images/31ka0r7juWL.jpg,6,5,10
9032,40624,Amazon/images/41qHMyHJj0L.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
9033,40935,Amazon/images/41tbWNTCOeL.jpg,Amazon/images/41YnNR5WVkL.jpg,3,5,10
9046,33299,Amazon/images/41gfk-cRR9L.jpg,Amazon/images/41C78CXSD5L.jpg,2,11,10
9051,36116,Amazon/images/41AIQOYupfL.jpg,Amazon/images/41P8LFbvwrL.jpg,2,5,10
9052,18249,Amazon/images/41BCu7mL94L.jpg,Amazon/images/41CAzqZTHFL.jpg,3,5,10
9057,28256,Amazon/images/51P77wwNXuL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
9060,36228,Amazon/images/41QBRo3GZmL.jpg,Amazon/images/41rKDTg509L.jpg,2,4,8
9069,24190,Amazon/images/41gJksDzcbL.jpg,Amazon/images/31MqQDveXbL.jpg,3,5,10
9070,36883,Amazon/images/41Vqti6rkPL.jpg,Amazon/images/41P8LFbvwrL.jpg,3,5,10
9071,25783,Amazon/images/51PfRh9uYyL.jpg,Amazon/images/411tFNX%2B51L.jpg,3,5,10
9085,22352,Amazon/images/41pB1MeuWmL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,11,10
9087,25937,Amazon/images/41y5ggTRlSL.jpg,Amazon/images/41n39srVFAL.jpg,2,4,10
9090,33747,Amazon/images/41tT%2BApF2LL.jpg,Amazon/images/41C78CXSD5L.jpg,2,11,10
9093,23450,Amazon/images/51X%2BC1CXCzL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
9096,40942,Amazon/images/41kSjl1yAML.jpg,Amazon/images/41plND4am0L.jpg,2,4,10
9109,39846,Amazon/images/51YZfk014gL.jpg,Amazon/images/41LwbwGME6L.jpg,3,5,10
9117,33511,Amazon/images/41TN8vsO%2BkL.jpg,Amazon/images/410m2e4YTLL.jpg,1,5,10
9124,25779,Amazon/images/51zNsu6xWAL.jpg,Amazon/images/41maYFVBeeL.jpg,2,3,10
9128,40478,Amazon/images/414ZGlVxP3L.jpg,Amazon/images/41Rfob0qijL.jpg,2,4,10
9132,33975,Amazon/images/41krmmjHNnL.jpg,Amazon/images/41c7JBORXnL.jpg,6,5,10
9139,41313,Amazon/images/41Or43em0IL.jpg,Amazon/images/41qkVyC-qEL.jpg,2,11,10
9140,40063,Amazon/images/411zYQlN16L.jpg,Amazon/images/31ICJkBb10L.jpg,2,4,10
9141,28232,Amazon/images/41jrk-nFGaL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
9145,32353,Amazon/images/41dsMtdjiVL.jpg,Amazon/images/41H8y9VoDdL.jpg,3,5,10
9152,26421,Amazon/images/41L6vLXoHnL.jpg,Amazon/images/41ULoeb0BRL.jpg,1,5,8
9155,22236,Amazon/images/51yErU2IRkL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
9167,29134,Amazon/images/41N5GvzzxlL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
9179,31846,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41Ua1KX6wCL.jpg,3,5,8
9188,42554,Amazon/images/41sCcoUN11L.jpg,Amazon/images/410mLyzHkFL.jpg,2,4,10
9192,33095,Amazon/images/41PxI9Wop-L.jpg,Amazon/images/41Ua1KX6wCL.jpg,2,4,8
9198,27214,Amazon/images/51sGfaBok6L.jpg,Amazon/images/41sn8E0T5QL.jpg,2,4,10
9210,39814,Amazon/images/41lHnj8dP-L.jpg,Amazon/images/31ka0r7juWL.jpg,3,5,10
9211,34985,Amazon/images/41MY7TSnscL.jpg,Amazon/images/41H8y9VoDdL.jpg,3,5,10
9222,42030,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/61QVKClY3mL.jpg,2,4,8
9224,36667,Amazon/images/51EVcY%2BAogL.jpg,Amazon/images/41eag5FLtCL.jpg,2,11,6
9240,29659,Amazon/images/51oy8DwbYOL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
9249,41880,Amazon/images/41Qzu5%2B82rL.jpg,Amazon/images/41JdX56RwYL.jpg,"2,3",5,10
9254,40445,Amazon/images/41T71pQpMXL.jpg,Amazon/images/41Rfob0qijL.jpg,6,5,10
9262,27420,Amazon/images/51gVz5IxE%2BL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
9264,40221,Amazon/images/41gLDrj2odL.jpg,Amazon/images/41OqzzS0osL.jpg,3,5,8
