o_id,item1_img_path,item2_img_path,occasion,item1_category,item2_category
7299,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
9307,Amazon/images/41U59tdamoL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
6062,Amazon/images/41lfyfjsDfL.jpg,Amazon/images/41HdicjYxPL.jpg,2,4,10
9466,Amazon/images/51TxvSew7-L.jpg,Amazon/images/41pBNiokb-L.jpg,2,11,10
6584,Amazon/images/51Y6OyQ03KL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
11809,Amazon/images/41KiHGcCaWL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,11,10
7964,Amazon/images/41fqeF3OI7L.jpg,Amazon/images/41EZG-uOGfL.jpg,1,5,10
11140,Amazon/images/51dkakjRuwL.jpg,Amazon/images/51X6A29hWhL.jpg,6,5,10
7682,Amazon/images/41MOfObzduL.jpg,Amazon/images/41p47ZjpPtL.jpg,2,11,8
6211,Amazon/images/41iyUEOHMrL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
10789,Amazon/images/4116YET-7dL.jpg,Amazon/images/41Ww5lQOsrL.jpg,3,5,10
10738,Amazon/images/41T97q6R4BL.jpg,Amazon/images/41tcYHChHoL.jpg,6,5,10
8011,Amazon/images/515SKy-yNfL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
7782,Amazon/images/41OE0fyEqiL.jpg,Amazon/images/41HbOiyS4jL.jpg,3,5,10
10279,Amazon/images/41dAGgNKQGL.jpg,Amazon/images/41n39srVFAL.jpg,3,5,10
9845,Amazon/images/410E76hsG0L.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
8825,Amazon/images/51WqkwwcOfL.jpg,Amazon/images/415uEMF9eZL.jpg,2,5,10
6205,Amazon/images/517phA%2BjzpL.jpg,Amazon/images/41nhrpbqcLL.jpg,3,5,10
8265,Amazon/images/417s67NnHrL.jpg,Amazon/images/41MByOHbsBL.jpg,2,11,10
8916,Amazon/images/51FVNZ6JbBL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
11035,Amazon/images/41O0vDalINL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,5,10
10391,Amazon/images/51%2BiNxcXSkL.jpg,Amazon/images/41s8GP6bQkL.jpg,"2,3",5,8
3951,Amazon/images/51BEhMSTBKL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
7150,Amazon/images/41dFzEKsNqL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
7759,Amazon/images/41oFN4q84GL.jpg,Amazon/images/41QUqtDNIkL.jpg,2,4,10
11602,Amazon/images/51Vg2aYz2rL.jpg,Amazon/images/41CAzqZTHFL.jpg,3,5,10
7857,Amazon/images/41bmHRUbZuL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
9331,Amazon/images/41tRUQNTXgL.jpg,Amazon/images/41l0dGkIbDL.jpg,2,4,10
9469,Amazon/images/51dLqJS5PPL.jpg,Amazon/images/313ahyptqUL.jpg,3,5,8
6446,Amazon/images/410KLoxpX%2BL.jpg,Amazon/images/41tcYHChHoL.jpg,3,5,10
7866,Amazon/images/41%2BjS9aED4L.jpg,Amazon/images/41iMMCy2RbL.jpg,2,5,10
4358,Amazon/images/41RC1RuuRiL.jpg,Amazon/images/41V5aOwwlGL.jpg,3,5,10
11091,Amazon/images/41wgXXJGiCL.jpg,Amazon/images/41WS2UdCGXL.jpg,2,3,8
8379,Amazon/images/41tPxiqQJWL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
11363,Amazon/images/41DWiUKjYAL.jpg,Amazon/images/41buzrITqKL.jpg,2,4,8
2988,Amazon/images/41X0sYtp9BL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
10604,Amazon/images/41mkJPlLRlL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
9426,Amazon/images/41jY0RhISXL.jpg,Amazon/images/41l0dGkIbDL.jpg,2,3,10
6690,Amazon/images/51xpSEeGD4L.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,4,10
6430,Amazon/images/41eu95z1H5L.jpg,Amazon/images/41E7EhoW9uL.jpg,2,4,10
10324,Amazon/images/41LxXmEpGLL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
10923,Amazon/images/410E76hsG0L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
6366,Amazon/images/31yEyzzEufL.jpg,Amazon/images/41HdicjYxPL.jpg,2,11,10
9287,Amazon/images/41Rk5U3sXmL.jpg,Amazon/images/419gCnFEHvL.jpg,2,5,10
11157,Amazon/images/41YYsnMeV1L.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
9414,Amazon/images/41F1-Fl1AcL.jpg,Amazon/images/41EF8EMZgML.jpg,6,5,10
6004,Amazon/images/41-Jmhst6cL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,11,10
11197,Amazon/images/41Y-bFMYWkL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
10839,Amazon/images/418MTAFAg%2BL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
8585,Amazon/images/41%2BjS9aED4L.jpg,Amazon/images/414vK-PXiuL.jpg,2,5,10
6667,Amazon/images/51nLIHYzgyL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
11783,Amazon/images/41o8EJ97nmL.jpg,Amazon/images/41m0FgksT1L.jpg,2,4,10
9642,Amazon/images/51TxvSew7-L.jpg,Amazon/images/41pBNiokb-L.jpg,2,11,10
9461,Amazon/images/41T97q6R4BL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
6421,Amazon/images/41SNlP68CpL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
6316,Amazon/images/414ZGlVxP3L.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,4,10
6924,Amazon/images/41qOU0f6-mL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,11,10
7509,Amazon/images/41m5MzSk9YL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
8158,Amazon/images/41ELM5pQxZL.jpg,Amazon/images/410VZ73tEnL.jpg,2,4,10
9483,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41QDfkfHEkL.jpg,2,5,10
10482,Amazon/images/41ovX61PCEL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
9243,Amazon/images/416Je7twzmL.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
6925,Amazon/images/41ec9N4VBFL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
7283,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
6030,Amazon/images/41iyUEOHMrL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
11130,Amazon/images/41QdSYPhMML.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
3885,Amazon/images/41wlYzgOm1L.jpg,Amazon/images/41NXceFkwCL.jpg,3,5,8
10325,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
6877,Amazon/images/41o%2BDoT-xZL.jpg,Amazon/images/41E7EhoW9uL.jpg,3,5,10
10245,Amazon/images/51P0f49fXTL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
1545,Amazon/images/41R5MpcW4PL.jpg,Amazon/images/31N0bKOOhAL.jpg,3,5,10
11563,Amazon/images/41SNlP68CpL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
10159,Amazon/images/41wSjWXV2ML.jpg,Amazon/images/41Xxi3bUPvL.jpg,2,11,10
11682,Amazon/images/51E8lQFlKFL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
6941,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41E7EhoW9uL.jpg,3,5,10
10653,Amazon/images/418BSj2sbCL.jpg,Amazon/images/41yqbdgEIeL.jpg,2,4,10
10726,Amazon/images/41b%2Ba36X9wL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
2737,Amazon/images/41kCSfRaJRL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
6281,Amazon/images/41x4-qtdR7L.jpg,Amazon/images/41qiQqqLDUL.jpg,2,4,10
9211,Amazon/images/412sxQtYFiL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
7409,Amazon/images/410MQJ1qofL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
11389,Amazon/images/31bW5l3muhL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
7691,Amazon/images/41q9-rxMuQL.jpg,Amazon/images/415uEMF9eZL.jpg,6,5,10
5231,Amazon/images/41OoxAnPsoL.jpg,Amazon/images/4182ZwGiNXL.jpg,6,5,10
8829,Amazon/images/41Or43em0IL.jpg,Amazon/images/41vqgFpb2WL.jpg,2,11,8
8871,Amazon/images/41eTW0NAsQL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
10871,Amazon/images/419LNicsDBL.jpg,Amazon/images/41n39srVFAL.jpg,2,11,10
3861,Amazon/images/41rI9bArlIL.jpg,Amazon/images/411tFNX%2B51L.jpg,2,11,10
9907,Amazon/images/41WS%2B-v0BbL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
8277,Amazon/images/41HyO3j2KWL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,11,10
4167,Amazon/images/41BBcY%2BFX3L.jpg,Amazon/images/41NXceFkwCL.jpg,3,5,8
6675,Amazon/images/51TQGEArHIL.jpg,Amazon/images/41E7EhoW9uL.jpg,2,11,10
9725,Amazon/images/41F1-Fl1AcL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
6858,Amazon/images/41irGrNLwlL.jpg,Amazon/images/419cD9L3QiL.jpg,2,11,10
9247,Amazon/images/41gO0%2B7t1XL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,4,10
11505,Amazon/images/41H-58mJ3lL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,11,10
8807,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
7095,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41lgdSTtR0L.jpg,2,4,10
7627,Amazon/images/51Y6OyQ03KL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
8167,Amazon/images/41-Jmhst6cL.jpg,Amazon/images/41PEyVgOtiL.jpg,2,11,1
7181,Amazon/images/410MQJ1qofL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
11915,Amazon/images/415uU45GntL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
11751,Amazon/images/41jPqnUXJzL.jpg,Amazon/images/41mWOI0DW0L.jpg,2,4,10
10842,Amazon/images/41Vqti6rkPL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
6629,Amazon/images/41ckTh3OXeL.jpg,Amazon/images/41tcYHChHoL.jpg,2,3,10
6367,Amazon/images/418BSj2sbCL.jpg,Amazon/images/41tcYHChHoL.jpg,2,4,10
6012,Amazon/images/513t9i7m%2BWL.jpg,Amazon/images/4162-T9AazL.jpg,2,3,8
9486,Amazon/images/51P0f49fXTL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
8021,Amazon/images/51QMdfT9pfL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
10760,Amazon/images/41E-kLHZOpL.jpg,Amazon/images/41c0BzUWxyL.jpg,3,5,10
10348,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/41maYFVBeeL.jpg,2,4,10
9239,Amazon/images/41j08qUWBoL.jpg,Amazon/images/41GWdq%2BOpyL.jpg,2,5,1
3491,Amazon/images/41rMASnLe8L.jpg,Amazon/images/411tFNX%2B51L.jpg,2,4,10
6746,Amazon/images/41ovUIbFtML.jpg,Amazon/images/41GWdq%2BOpyL.jpg,3,5,1
8300,Amazon/images/41M6K6f4kEL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
6655,Amazon/images/41MnvaurJvL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
5735,Amazon/images/518s3bv9OAL.jpg,Amazon/images/4162-T9AazL.jpg,3,5,8
9925,Amazon/images/41DRzv56TSL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
7868,Amazon/images/312MvzhFNAL.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
8763,Amazon/images/515SKy-yNfL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
7898,Amazon/images/41PNgIFnkML.jpg,Amazon/images/4182ZwGiNXL.jpg,3,5,10
8396,Amazon/images/41f%2BInitmfL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
11609,Amazon/images/41dqnhlFOdL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,3,5,10
8458,Amazon/images/51qAeUIT9PL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,11,10
9529,Amazon/images/41vVT-xmKTL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,2,3,10
6872,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41E7EhoW9uL.jpg,2,11,10
11950,Amazon/images/415ineIxeSL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,3,10
6339,Amazon/images/41%2B%2Bk0BzwmL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
8276,Amazon/images/51nOTgg0OZL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,11,10
10985,Amazon/images/41EWkrOK-XL.jpg,Amazon/images/41Xxi3bUPvL.jpg,6,5,10
9036,Amazon/images/41-FdbQNPCL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,4,10
10016,Amazon/images/41Or43em0IL.jpg,Amazon/images/41c3NSTRZuL.jpg,2,11,10
10933,Amazon/images/41hHnr5mPgL.jpg,Amazon/images/41c3NSTRZuL.jpg,2,11,10
11050,Amazon/images/4189u5by2%2BL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,4,10
9611,Amazon/images/41tbWNTCOeL.jpg,Amazon/images/41l0dGkIbDL.jpg,3,5,10
8681,Amazon/images/41bmHRUbZuL.jpg,Amazon/images/41MByOHbsBL.jpg,6,5,10
7104,Amazon/images/41YYsnMeV1L.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
8041,Amazon/images/41%2BtxigR1PL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,11,10
10359,Amazon/images/51lHj4KsnIL.jpg,Amazon/images/41n39srVFAL.jpg,"2,3",5,10
10398,Amazon/images/417IKQM5SNL.jpg,Amazon/images/41c3NSTRZuL.jpg,2,4,10
8360,Amazon/images/41iyUEOHMrL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,11,10
6993,Amazon/images/51tufYVr9KL.jpg,Amazon/images/419cD9L3QiL.jpg,1,5,10
10911,Amazon/images/41GksCvpk4L.jpg,Amazon/images/41c0BzUWxyL.jpg,6,5,10
7273,Amazon/images/41uv-H7iUgL.jpg,Amazon/images/41iMMCy2RbL.jpg,2,4,10
11362,Amazon/images/51dkakjRuwL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
9318,Amazon/images/41Y-JYS2gNL.jpg,Amazon/images/41EF8EMZgML.jpg,2,11,10
10593,Amazon/images/414G9XYAtsL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
8751,Amazon/images/51iDPa8DeoL.jpg,Amazon/images/41PEyVgOtiL.jpg,3,5,1
9002,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
8551,Amazon/images/41WS%2B-v0BbL.jpg,Amazon/images/51oSaj2BUCL.jpg,3,5,10
6648,Amazon/images/41ckTh3OXeL.jpg,Amazon/images/41tcYHChHoL.jpg,2,3,10
7861,Amazon/images/41SVKxjO7gL.jpg,Amazon/images/41qiQqqLDUL.jpg,2,11,10
6900,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
6938,Amazon/images/51xlMYvpXhL.jpg,Amazon/images/31Ll0TNLC6L.jpg,1,5,10
6290,Amazon/images/41-Jmhst6cL.jpg,Amazon/images/31Ll0TNLC6L.jpg,2,11,10
10581,Amazon/images/51WqkwwcOfL.jpg,Amazon/images/41Xxi3bUPvL.jpg,3,5,10
9228,Amazon/images/41nWlYtiMsL.jpg,Amazon/images/41EF8EMZgML.jpg,3,5,10
7570,Amazon/images/51xj0M7n8DL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
6528,Amazon/images/41B08bgEfiL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
6793,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
6420,Amazon/images/51frMcppt6L.jpg,Amazon/images/41nhrpbqcLL.jpg,3,5,10
11708,Amazon/images/41S4BfBdyVL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
7396,Amazon/images/41bmHRUbZuL.jpg,Amazon/images/41NzHlC46kL.jpg,3,5,10
11506,Amazon/images/41Uxr6g-h2L.jpg,Amazon/images/31gtJ8glq%2BL.jpg,3,5,10
9375,Amazon/images/51lDZZqa-HL.jpg,Amazon/images/41m0FgksT1L.jpg,2,5,10
9535,Amazon/images/41ovUIbFtML.jpg,Amazon/images/41pBNiokb-L.jpg,3,5,10
9183,Amazon/images/41ov%2BboFo1L.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
11901,Amazon/images/41DyjC91lNL.jpg,Amazon/images/41EZG-uOGfL.jpg,2,4,10
7422,Amazon/images/61oEHUy%2B0PL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
11159,Amazon/images/51rJ%2BUdkc5L.jpg,Amazon/images/41m0FgksT1L.jpg,2,3,10
3044,Amazon/images/41w5hcB3h%2BL.jpg,Amazon/images/415SkJQDjTL.jpg,3,5,8
11839,Amazon/images/41S4BfBdyVL.jpg,Amazon/images/51X6A29hWhL.jpg,3,5,10
9960,Amazon/images/51Vg2aYz2rL.jpg,Amazon/images/41JXOlOAXHL.jpg,6,5,10
9308,Amazon/images/41L8PiWYHLL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,11,10
7020,Amazon/images/410MQJ1qofL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
8443,Amazon/images/51P0f49fXTL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
7382,Amazon/images/41soxh4XjvL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,5,10
334,Amazon/images/41rI0A5Si7L.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
6770,Amazon/images/41g0XgRpgTL.jpg,Amazon/images/41tcYHChHoL.jpg,2,4,10
7538,Amazon/images/516bpk3i-kL.jpg,Amazon/images/41NzHlC46kL.jpg,6,5,10
10026,Amazon/images/41ohZ%2BatCFL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
6624,Amazon/images/41Ydm0qx6yL.jpg,Amazon/images/419cD9L3QiL.jpg,6,5,10
8291,Amazon/images/41Pfe2jqdnL.jpg,Amazon/images/41I7RXxeHuL.jpg,3,5,8
8559,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/31Em3tKfKaL.jpg,3,5,8
7968,Amazon/images/51fDZkmHaDL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,11,10
10363,Amazon/images/41YpL3w0HwL.jpg,Amazon/images/41YSHdiROIL.jpg,6,5,10
11598,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/31gtJ8glq%2BL.jpg,6,5,10
3537,Amazon/images/41mfrixrXcL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
8343,Amazon/images/41KrfpL2fqL.jpg,Amazon/images/31gN%2BxtNdoL.jpg,6,5,10
6955,Amazon/images/41j0a3uGFNL.jpg,Amazon/images/41HdicjYxPL.jpg,"6,3",5,10
9693,Amazon/images/41nDZPOItTL.jpg,Amazon/images/41l0dGkIbDL.jpg,3,5,10
10625,Amazon/images/41QBRo3GZmL.jpg,Amazon/images/41AN-y8OE2L.jpg,2,4,10
8556,Amazon/images/41B08bgEfiL.jpg,Amazon/images/41FQKH53N%2BL.jpg,6,5,10
11605,Amazon/images/41NPKe2%2BJbL.jpg,Amazon/images/41m0FgksT1L.jpg,2,11,10
6352,Amazon/images/41dQ4lCWK5L.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
2787,Amazon/images/41RC1RuuRiL.jpg,Amazon/images/41E63AFImSL.jpg,3,5,8
6308,Amazon/images/415zJ7JUZDL.jpg,Amazon/images/419cD9L3QiL.jpg,2,3,10
7048,Amazon/images/41BUu1%2BU5vL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,11,10
10199,Amazon/images/41lHnj8dP-L.jpg,Amazon/images/41maYFVBeeL.jpg,6,5,10
11948,Amazon/images/519DfVaPwWL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
10763,Amazon/images/41my1n98XyL.jpg,Amazon/images/41Ww5lQOsrL.jpg,6,5,10
9001,Amazon/images/41wMp4856gL.jpg,Amazon/images/41EF8EMZgML.jpg,2,5,10
8772,Amazon/images/41syJfxsXpL.jpg,Amazon/images/41FQKH53N%2BL.jpg,2,11,10
11857,Amazon/images/41a-2xUqPRL.jpg,Amazon/images/41Cr%2BAECjyL.jpg,2,11,10
1776,Amazon/images/414bLUg6pdL.jpg,Amazon/images/41MedmiQ68L.jpg,3,5,10
9294,Amazon/images/41kXPYK1kzL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
8304,Amazon/images/51nLIHYzgyL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
8074,Amazon/images/51P0f49fXTL.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
11623,Amazon/images/41QmzryXw0L.jpg,Amazon/images/41AN-y8OE2L.jpg,3,5,10
11074,Amazon/images/41h811GazaL.jpg,Amazon/images/41Ca1HdjwwL.jpg,2,4,8
1160,Amazon/images/41T8PyDMqbL.jpg,Amazon/images/41PYIM32NHL.jpg,2,4,10
8900,Amazon/images/41UgPNXMmzL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,5,10
6237,Amazon/images/4106u-zm4QL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,4,10
9343,Amazon/images/41o%2B7qjXp0L.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
6431,Amazon/images/41gBGqOruoL.jpg,Amazon/images/419cD9L3QiL.jpg,2,4,10
7532,Amazon/images/411y6iHsYmL.jpg,Amazon/images/41QUqtDNIkL.jpg,3,5,10
6597,Amazon/images/51xj0M7n8DL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
208,Amazon/images/41ZkKL5M5LL.jpg,Amazon/images/41AjHrVLTtL.jpg,2,11,10
6509,Amazon/images/415ineIxeSL.jpg,Amazon/images/41nhrpbqcLL.jpg,2,3,10
8288,Amazon/images/51QMdfT9pfL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
628,Amazon/images/51lwH9ZozvL.jpg,Amazon/images/41N1o69lE5L.jpg,2,4,1
9622,Amazon/images/41hqb1AfIVL.jpg,Amazon/images/41JXOlOAXHL.jpg,3,5,10
8245,Amazon/images/51TtczIMc%2BL.jpg,Amazon/images/41PEyVgOtiL.jpg,"2,3",5,1
9310,Amazon/images/41iP1s47DkL.jpg,Amazon/images/41%2BQyeeT9LL.jpg,3,5,10
8715,Amazon/images/41MV1l1ljvL.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
11635,Amazon/images/51kCNZ1FHuL.jpg,Amazon/images/31gtJ8glq%2BL.jpg,3,5,10
5032,Amazon/images/41r%2BcQ%2BuwxL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
6479,Amazon/images/41wMp4856gL.jpg,Amazon/images/41QDfkfHEkL.jpg,2,5,10
6111,Amazon/images/41do80asZtL.jpg,Amazon/images/41QDfkfHEkL.jpg,3,5,10
9012,Amazon/images/41tPxiqQJWL.jpg,Amazon/images/41pBNiokb-L.jpg,2,4,10
11271,Amazon/images/4189u5by2%2BL.jpg,Amazon/images/41CAzqZTHFL.jpg,2,4,10
7304,Amazon/images/516STlWMkAL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
6434,Amazon/images/51Rg1mOmT-L.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
10673,Amazon/images/41DpDyrIAQL.jpg,Amazon/images/41m0FgksT1L.jpg,3,5,10
9609,Amazon/images/41qHMyHJj0L.jpg,Amazon/images/414vK-PXiuL.jpg,2,4,10
10232,Amazon/images/41klkOqK0wL.jpg,Amazon/images/41s8GP6bQkL.jpg,3,5,8
10693,Amazon/images/41uexG3EaFL.jpg,Amazon/images/41s8GP6bQkL.jpg,2,4,8
10709,Amazon/images/51P0f49fXTL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
7427,Amazon/images/417Rr1YGTiL.jpg,Amazon/images/41HbOiyS4jL.jpg,2,4,10
11888,Amazon/images/41lHnj8dP-L.jpg,Amazon/images/41EZG-uOGfL.jpg,1,5,10
7495,Amazon/images/41sMWX0DJJL.jpg,Amazon/images/4182ZwGiNXL.jpg,2,3,10
6357,Amazon/images/41ldeXOAzkL.jpg,Amazon/images/31Ll0TNLC6L.jpg,6,5,10
10181,Amazon/images/41Lt3tck92L.jpg,Amazon/images/41HIAEnWKWL.jpg,2,4,8
6246,Amazon/images/41KhbcTMRBL.jpg,Amazon/images/31Ll0TNLC6L.jpg,3,5,10
7176,Amazon/images/41U59tdamoL.jpg,Amazon/images/41rqNiRIgdL.jpg,6,5,10
7247,Amazon/images/416FiqA10NL.jpg,Amazon/images/41YSHdiROIL.jpg,2,3,10
7088,Amazon/images/41AlMHpNEAL.jpg,Amazon/images/41QUqtDNIkL.jpg,6,5,10
2228,Amazon/images/41X0sYtp9BL.jpg,Amazon/images/41Ww5lQOsrL.jpg,2,4,10
11444,Amazon/images/41mN6zE8vNL.jpg,Amazon/images/41NzHlC46kL.jpg,2,4,10
5229,Amazon/images/41pQSp%2Bb4wL.jpg,Amazon/images/41rqNiRIgdL.jpg,3,5,10
9710,Amazon/images/41c60IfhRGL.jpg,Amazon/images/41QDfkfHEkL.jpg,6,5,10
10240,Amazon/images/41mt-Wtl0uL.jpg,Amazon/images/41maYFVBeeL.jpg,6,5,10
11231,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/31gtJ8glq%2BL.jpg,3,5,10
6196,Amazon/images/51Rg1mOmT-L.jpg,Amazon/images/41qiQqqLDUL.jpg,3,5,10
8733,Amazon/images/41zLEiXkzBL.jpg,Amazon/images/41czTuLOQvL.jpg,2,11,10
7911,Amazon/images/41syJfxsXpL.jpg,Amazon/images/415uEMF9eZL.jpg,2,11,10
8586,Amazon/images/41nWlYtiMsL.jpg,Amazon/images/41FQKH53N%2BL.jpg,3,5,10
8089,Amazon/images/41OS1hVUxNL.jpg,Amazon/images/414vK-PXiuL.jpg,3,5,10
8842,Amazon/images/412YAZ9jJPL.jpg,Amazon/images/41MByOHbsBL.jpg,2,4,10
6625,Amazon/images/41wnVU01z2L.jpg,Amazon/images/41%2BQyeeT9LL.jpg,2,4,10
7521,Amazon/images/41HBBiClp5L.jpg,Amazon/images/41MedmiQ68L.jpg,2,4,10
7420,Amazon/images/41FcPSzheHL.jpg,Amazon/images/41EZG-uOGfL.jpg,6,5,10
10701,Amazon/images/41yVJrPVOtL.jpg,Amazon/images/41yqbdgEIeL.jpg,3,5,10
8828,Amazon/images/519-CR2FbIL.jpg,Amazon/images/41PEyVgOtiL.jpg,"2,3",5,1
8815,Amazon/images/51zCG%2Bv6KGL.jpg,Amazon/images/415uEMF9eZL.jpg,3,5,10
